periodo,ano,mes,estado,regiao,bioma,cidade,precipitacao_mm_total,precipitacao_dias_sem_chuva,temp_max_media,temp_min_media,registros_diarios,media_hist_mm,anomalia_pct,evento_climatico
202412,2024,12,CE,Nordeste,Caatinga,Fortaleza,45.5,1,30.81290322580645,25.59032258064516,31,47.85454545454545,-4.92,normal
202501,2025,1,CE,Nordeste,Caatinga,Fortaleza,150.1,0,29.787096774193547,24.36774193548387,31,127.55,17.68,normal
202502,2025,2,CE,Nordeste,Caatinga,Fortaleza,224.8,2,29.75714285714286,23.985714285714288,28,215.4,4.36,normal
202503,2025,3,CE,Nordeste,Caatinga,Fortaleza,264.2,0,29.467741935483872,23.664516129032258,31,290.4166666666667,-9.03,normal
202504,2025,4,CE,Nordeste,Caatinga,Fortaleza,205.0,0,29.78666666666667,24.03666666666667,30,260.40000000000003,-21.27,normal
202505,2025,5,CE,Nordeste,Caatinga,Fortaleza,130.5,0,30.1,24.17096774193548,31,151.85,-14.06,normal
202506,2025,6,CE,Nordeste,Caatinga,Fortaleza,146.9,0,29.30333333333333,23.526666666666664,30,80.55,82.37,chuva_intensa
202507,2025,7,CE,Nordeste,Caatinga,Fortaleza,71.5,4,29.82258064516129,23.496774193548383,31,50.709090909090904,41.0,normal
202508,2025,8,CE,Nordeste,Caatinga,Fortaleza,25.6,7,30.57741935483871,23.91290322580645,31,14.100000000000001,81.56,chuva_intensa
202509,2025,9,CE,Nordeste,Caatinga,Fortaleza,6.9,15,31.096666666666668,24.813333333333333,30,8.145454545454546,-15.29,normal
202510,2025,10,CE,Nordeste,Caatinga,Fortaleza,6.4,16,30.79032258064516,25.32258064516129,31,11.227272727272727,-43.0,seca_moderada
202511,2025,11,CE,Nordeste,Caatinga,Fortaleza,13.5,10,30.636666666666667,25.89333333333333,30,16.700000000000003,-19.16,normal
202512,2025,12,CE,Nordeste,Caatinga,Fortaleza,29.0,1,30.864516129032257,26.074193548387097,31,47.85454545454545,-39.4,seca_moderada
202601,2026,1,CE,Nordeste,Caatinga,Fortaleza,96.3,0,30.25483870967742,25.5258064516129,31,127.55,-24.5,normal
202602,2026,2,CE,Nordeste,Caatinga,Fortaleza,189.1,1,29.45,24.11785714285714,28,215.4,-12.21,normal
202603,2026,3,CE,Nordeste,Caatinga,Fortaleza,179.7,1,29.848387096774196,24.39354838709677,31,290.4166666666667,-38.12,seca_moderada
202604,2026,4,CE,Nordeste,Caatinga,Fortaleza,368.5,0,29.03,23.74333333333333,30,260.40000000000003,41.51,normal
202605,2026,5,CE,Nordeste,Caatinga,Fortaleza,211.9,0,30.17419354838709,23.87741935483871,31,151.85,39.55,normal
202606,2026,6,CE,Nordeste,Caatinga,Fortaleza,14.4,0,30.025,24.575,4,80.55,-82.12,seca_severa
201501,2015,1,MA,Nordeste,Cerrado,São Luís,61.9,5,30.05483870967742,25.361290322580647,31,238.38333333333333,-74.03,seca_severa
201502,2015,2,MA,Nordeste,Cerrado,São Luís,238.5,1,28.592857142857145,24.61428571428572,28,340.2,-29.89,normal
201503,2015,3,MA,Nordeste,Cerrado,São Luís,395.4,0,28.11290322580645,24.23225806451613,31,468.1583333333333,-15.54,normal
201504,2015,4,MA,Nordeste,Cerrado,São Luís,300.4,0,28.08333333333333,24.313333333333333,30,397.51666666666665,-24.43,normal
201505,2015,5,MA,Nordeste,Cerrado,São Luís,152.8,0,29.135483870967743,24.751612903225805,31,237.05833333333337,-35.54,seca_moderada
201506,2015,6,MA,Nordeste,Cerrado,São Luís,122.2,1,29.043333333333333,24.723333333333336,30,113.28333333333335,7.87,normal
201507,2015,7,MA,Nordeste,Cerrado,São Luís,65.5,7,29.780645161290323,25.029032258064515,31,72.58181818181818,-9.76,normal
201508,2015,8,MA,Nordeste,Cerrado,São Luís,8.9,11,31.33870967741936,25.51290322580645,31,42.09090909090909,-78.86,seca_severa
201509,2015,9,MA,Nordeste,Cerrado,São Luís,8.4,11,30.936666666666667,25.64,30,29.045454545454547,-71.08,seca_severa
201510,2015,10,MA,Nordeste,Cerrado,São Luís,5.8,18,31.58709677419355,25.961290322580645,31,35.845454545454544,-83.82,seca_severa
201511,2015,11,MA,Nordeste,Cerrado,São Luís,1.0,26,31.47,26.11,30,71.0,-98.59,seca_severa
201512,2015,12,MA,Nordeste,Cerrado,São Luís,31.6,9,31.19032258064516,26.19032258064516,31,113.68181818181819,-72.2,seca_severa
201601,2016,1,MA,Nordeste,Cerrado,São Luís,178.8,2,29.370967741935484,25.29032258064516,31,238.38333333333333,-24.99,normal
201602,2016,2,MA,Nordeste,Cerrado,São Luís,186.5,1,29.06551724137931,25.186206896551724,29,340.2,-45.18,seca_moderada
201603,2016,3,MA,Nordeste,Cerrado,São Luís,254.7,0,29.096774193548388,25.193548387096776,31,468.1583333333333,-45.6,seca_moderada
201604,2016,4,MA,Nordeste,Cerrado,São Luís,260.9,0,29.45,25.41333333333333,30,397.51666666666665,-34.37,seca_moderada
201605,2016,5,MA,Nordeste,Cerrado,São Luís,117.9,0,29.42258064516129,25.50967741935484,31,237.05833333333337,-50.27,seca_moderada
201606,2016,6,MA,Nordeste,Cerrado,São Luís,72.9,0,29.53,25.290000000000003,30,113.28333333333335,-35.65,seca_moderada
201607,2016,7,MA,Nordeste,Cerrado,São Luís,52.2,0,29.996774193548383,25.39032258064516,31,72.58181818181818,-28.08,normal
201608,2016,8,MA,Nordeste,Cerrado,São Luís,12.1,9,31.067741935483877,25.770967741935483,31,42.09090909090909,-71.25,seca_severa
201609,2016,9,MA,Nordeste,Cerrado,São Luís,5.5,14,31.256666666666668,25.90666666666667,30,29.045454545454547,-81.06,seca_severa
201610,2016,10,MA,Nordeste,Cerrado,São Luís,7.4,15,31.90322580645161,26.10967741935484,31,35.845454545454544,-79.36,seca_severa
201611,2016,11,MA,Nordeste,Cerrado,São Luís,6.8,15,31.966666666666665,26.31,30,71.0,-90.42,seca_severa
201612,2016,12,MA,Nordeste,Cerrado,São Luís,116.3,6,30.10967741935484,25.725806451612904,31,113.68181818181819,2.3,normal
201701,2017,1,MA,Nordeste,Cerrado,São Luís,280.6,0,29.12258064516129,24.39032258064516,31,238.38333333333333,17.71,normal
201702,2017,2,MA,Nordeste,Cerrado,São Luís,337.6,1,28.789285714285715,24.03214285714285,28,340.2,-0.76,normal
201703,2017,3,MA,Nordeste,Cerrado,São Luís,467.4,0,28.57741935483871,23.84193548387097,31,468.1583333333333,-0.16,normal
201704,2017,4,MA,Nordeste,Cerrado,São Luís,278.5,0,29.46333333333333,24.203333333333333,30,397.51666666666665,-29.94,normal
201705,2017,5,MA,Nordeste,Cerrado,São Luís,324.0,1,29.79032258064516,24.648387096774197,31,237.05833333333337,36.68,normal
201706,2017,6,MA,Nordeste,Cerrado,São Luís,94.0,3,29.97,24.55666666666667,30,113.28333333333335,-17.02,normal
201707,2017,7,MA,Nordeste,Cerrado,São Luís,62.2,5,30.19677419354839,23.73225806451613,31,72.58181818181818,-14.3,normal
201708,2017,8,MA,Nordeste,Cerrado,São Luís,74.6,1,30.770967741935483,24.93870967741936,31,42.09090909090909,77.24,chuva_intensa
201709,2017,9,MA,Nordeste,Cerrado,São Luís,27.9,3,32.17666666666667,25.41333333333333,30,29.045454545454547,-3.94,normal
201710,2017,10,MA,Nordeste,Cerrado,São Luís,53.5,1,31.55483870967742,25.780645161290323,31,35.845454545454544,49.25,normal
201711,2017,11,MA,Nordeste,Cerrado,São Luís,29.6,8,31.216666666666665,25.53,30,71.0,-58.31,seca_moderada
201712,2017,12,MA,Nordeste,Cerrado,São Luís,106.5,4,30.793548387096774,25.33870967741936,31,113.68181818181819,-6.32,normal
201801,2018,1,MA,Nordeste,Cerrado,São Luís,224.3,0,29.370967741935484,24.148387096774197,31,238.38333333333333,-5.91,normal
201802,2018,2,MA,Nordeste,Cerrado,São Luís,479.9,0,28.317857142857143,23.432142857142857,28,340.2,41.06,normal
201803,2018,3,MA,Nordeste,Cerrado,São Luís,332.0,0,29.070967741935487,24.041935483870965,31,468.1583333333333,-29.08,normal
201804,2018,4,MA,Nordeste,Cerrado,São Luís,451.8,0,28.62333333333333,23.563333333333333,30,397.51666666666665,13.66,normal
201805,2018,5,MA,Nordeste,Cerrado,São Luís,334.4,0,28.845161290322583,23.751612903225805,31,237.05833333333337,41.06,normal
201806,2018,6,MA,Nordeste,Cerrado,São Luís,145.0,2,29.33,23.923333333333336,30,113.28333333333335,28.0,normal
201807,2018,7,MA,Nordeste,Cerrado,São Luís,95.4,1,29.44516129032258,24.25483870967742,31,72.58181818181818,31.44,normal
201808,2018,8,MA,Nordeste,Cerrado,São Luís,51.8,0,29.76774193548387,24.406451612903226,31,42.09090909090909,23.07,normal
201809,2018,9,MA,Nordeste,Cerrado,São Luís,18.0,1,30.92,25.05666666666667,30,29.045454545454547,-38.03,seca_moderada
201810,2018,10,MA,Nordeste,Cerrado,São Luís,22.0,6,31.177419354838708,25.348387096774196,31,35.845454545454544,-38.63,seca_moderada
201811,2018,11,MA,Nordeste,Cerrado,São Luís,204.8,6,31.316666666666663,25.456666666666667,30,71.0,188.45,enchente_severa
201812,2018,12,MA,Nordeste,Cerrado,São Luís,249.0,1,28.635483870967743,24.04516129032258,31,113.68181818181819,119.03,enchente_severa
201901,2019,1,MA,Nordeste,Cerrado,São Luís,248.5,0,29.106451612903225,24.21935483870968,31,238.38333333333333,4.24,normal
201902,2019,2,MA,Nordeste,Cerrado,São Luís,435.7,0,28.789285714285715,23.910714285714285,28,340.2,28.07,normal
201903,2019,3,MA,Nordeste,Cerrado,São Luís,691.9,0,28.30322580645161,23.72903225806452,31,468.1583333333333,47.79,normal
201904,2019,4,MA,Nordeste,Cerrado,São Luís,642.9,0,29.01,23.75333333333333,30,397.51666666666665,61.73,chuva_intensa
201905,2019,5,MA,Nordeste,Cerrado,São Luís,326.6,0,29.4,24.29032258064516,31,237.05833333333337,37.77,normal
201906,2019,6,MA,Nordeste,Cerrado,São Luís,118.3,1,29.813333333333333,24.09333333333333,30,113.28333333333335,4.43,normal
201907,2019,7,MA,Nordeste,Cerrado,São Luís,105.7,0,29.780645161290323,23.858064516129037,31,72.58181818181818,45.63,normal
201908,2019,8,MA,Nordeste,Cerrado,São Luís,34.3,1,30.806451612903224,24.59354838709677,31,42.09090909090909,-18.51,normal
201909,2019,9,MA,Nordeste,Cerrado,São Luís,33.300000000000004,3,31.48,25.173333333333336,30,29.045454545454547,14.65,normal
201910,2019,10,MA,Nordeste,Cerrado,São Luís,25.9,3,31.532258064516128,25.251612903225805,31,35.845454545454544,-27.75,normal
201911,2019,11,MA,Nordeste,Cerrado,São Luís,52.5,3,31.48,25.496666666666663,30,71.0,-26.06,normal
201912,2019,12,MA,Nordeste,Cerrado,São Luís,85.2,3,31.63225806451613,25.65806451612903,31,113.68181818181819,-25.05,normal
202001,2020,1,MA,Nordeste,Cerrado,São Luís,388.0,0,29.12903225806452,24.151612903225807,31,238.38333333333333,62.76,chuva_intensa
202002,2020,2,MA,Nordeste,Cerrado,São Luís,416.8,0,28.96551724137931,24.03793103448276,29,340.2,22.52,normal
202003,2020,3,MA,Nordeste,Cerrado,São Luís,611.0,0,28.66774193548387,24.05483870967742,31,468.1583333333333,30.51,normal
202004,2020,4,MA,Nordeste,Cerrado,São Luís,477.3,0,29.15666666666667,24.09,30,397.51666666666665,20.07,normal
202005,2020,5,MA,Nordeste,Cerrado,São Luís,208.0,0,29.88387096774193,24.138709677419357,31,237.05833333333337,-12.26,normal
202006,2020,6,MA,Nordeste,Cerrado,São Luís,66.6,1,29.68,23.84,30,113.28333333333335,-41.21,seca_moderada
202007,2020,7,MA,Nordeste,Cerrado,São Luís,80.8,0,29.858064516129037,23.616129032258065,31,72.58181818181818,11.32,normal
202008,2020,8,MA,Nordeste,Cerrado,São Luís,33.3,5,30.69677419354839,23.948387096774194,31,42.09090909090909,-20.89,normal
202009,2020,9,MA,Nordeste,Cerrado,São Luís,19.0,2,31.363333333333333,24.85333333333333,30,29.045454545454547,-34.59,seca_moderada
202010,2020,10,MA,Nordeste,Cerrado,São Luís,13.4,8,31.635483870967743,25.26451612903226,31,35.845454545454544,-62.62,seca_severa
202011,2020,11,MA,Nordeste,Cerrado,São Luís,143.5,0,31.040000000000003,25.0,30,71.0,102.11,enchente_severa
202012,2020,12,MA,Nordeste,Cerrado,São Luís,49.9,0,31.10967741935484,25.251612903225805,31,113.68181818181819,-56.11,seca_moderada
202101,2021,1,MA,Nordeste,Cerrado,São Luís,120.7,0,30.351612903225806,24.374193548387098,31,238.38333333333333,-49.37,seca_moderada
202102,2021,2,MA,Nordeste,Cerrado,São Luís,315.0,1,29.13214285714286,23.957142857142856,28,340.2,-7.41,normal
202103,2021,3,MA,Nordeste,Cerrado,São Luís,409.8,0,28.316129032258065,23.432258064516127,31,468.1583333333333,-12.47,normal
202104,2021,4,MA,Nordeste,Cerrado,São Luís,311.6,1,29.673333333333336,23.80333333333333,30,397.51666666666665,-21.61,normal
202105,2021,5,MA,Nordeste,Cerrado,São Luís,201.4,0,29.83225806451613,23.916129032258063,31,237.05833333333337,-15.04,normal
202106,2021,6,MA,Nordeste,Cerrado,São Luís,210.1,2,29.173333333333336,23.63,30,113.28333333333335,85.46,chuva_intensa
202107,2021,7,MA,Nordeste,Cerrado,São Luís,102.3,0,29.4,23.651612903225807,31,72.58181818181818,40.94,normal
202108,2021,8,MA,Nordeste,Cerrado,São Luís,56.4,4,30.561290322580643,24.17419354838709,31,42.09090909090909,34.0,normal
202109,2021,9,MA,Nordeste,Cerrado,São Luís,60.3,0,30.696666666666665,24.826666666666664,30,29.045454545454547,107.61,enchente_severa
202110,2021,10,MA,Nordeste,Cerrado,São Luís,74.5,2,30.93548387096774,25.08709677419355,31,35.845454545454544,107.84,enchente_severa
202111,2021,11,MA,Nordeste,Cerrado,São Luís,105.5,0,31.196666666666665,24.78666666666667,30,71.0,48.59,normal
202112,2021,12,MA,Nordeste,Cerrado,São Luís,138.7,0,31.31935483870968,25.251612903225805,31,113.68181818181819,22.01,normal
202201,2022,1,MA,Nordeste,Cerrado,São Luís,399.0,0,28.848387096774196,23.40322580645161,31,238.38333333333333,67.38,chuva_intensa
202202,2022,2,MA,Nordeste,Cerrado,São Luís,280.3,0,29.292857142857144,23.625,28,340.2,-17.61,normal
202203,2022,3,MA,Nordeste,Cerrado,São Luís,739.4,0,28.490322580645163,23.07741935483871,31,468.1583333333333,57.94,chuva_intensa
202204,2022,4,MA,Nordeste,Cerrado,São Luís,442.3,0,28.96,23.173333333333336,30,397.51666666666665,11.27,normal
202205,2022,5,MA,Nordeste,Cerrado,São Luís,400.3,0,29.22903225806452,23.30322580645161,31,237.05833333333337,68.86,chuva_intensa
202206,2022,6,MA,Nordeste,Cerrado,São Luís,116.9,2,29.716666666666665,23.296666666666667,30,113.28333333333335,3.19,normal
202207,2022,7,MA,Nordeste,Cerrado,São Luís,66.4,2,30.106451612903225,23.61935483870968,31,72.58181818181818,-8.52,normal
202208,2022,8,MA,Nordeste,Cerrado,São Luís,60.2,2,30.748387096774195,24.374193548387098,31,42.09090909090909,43.02,normal
202209,2022,9,MA,Nordeste,Cerrado,São Luís,65.6,0,30.94,25.046666666666667,30,29.045454545454547,125.85,enchente_severa
202210,2022,10,MA,Nordeste,Cerrado,São Luís,72.6,2,31.316129032258065,25.44516129032258,31,35.845454545454544,102.54,enchente_severa
202211,2022,11,MA,Nordeste,Cerrado,São Luís,125.1,1,30.80666666666667,24.633333333333333,30,71.0,76.2,chuva_intensa
202212,2022,12,MA,Nordeste,Cerrado,São Luís,145.3,0,30.90967741935484,24.76774193548387,31,113.68181818181819,27.81,normal
202301,2023,1,MA,Nordeste,Cerrado,São Luís,280.5,0,29.21935483870968,23.41935483870968,31,238.38333333333333,17.67,normal
202302,2023,2,MA,Nordeste,Cerrado,São Luís,313.2,0,28.86785714285714,23.57857142857143,28,340.2,-7.94,normal
202303,2023,3,MA,Nordeste,Cerrado,São Luís,468.6,0,28.5258064516129,23.26774193548387,31,468.1583333333333,0.09,normal
202304,2023,4,MA,Nordeste,Cerrado,São Luís,382.0,0,29.226666666666667,23.46,30,397.51666666666665,-3.9,normal
202305,2023,5,MA,Nordeste,Cerrado,São Luís,183.2,2,29.929032258064517,24.135483870967743,31,237.05833333333337,-22.72,normal
202306,2023,6,MA,Nordeste,Cerrado,São Luís,175.9,0,29.85333333333333,23.616666666666667,30,113.28333333333335,55.27,chuva_intensa
202307,2023,7,MA,Nordeste,Cerrado,São Luís,58.9,2,31.12903225806452,24.345161290322583,31,72.58181818181818,-18.85,normal
202308,2023,8,MA,Nordeste,Cerrado,São Luís,40.9,1,31.441935483870967,24.60967741935484,31,42.09090909090909,-2.83,normal
202309,2023,9,MA,Nordeste,Cerrado,São Luís,32.2,3,32.7,25.32333333333333,30,29.045454545454547,10.86,normal
202310,2023,10,MA,Nordeste,Cerrado,São Luís,43.9,6,32.20967741935484,25.59354838709677,31,35.845454545454544,22.47,normal
202311,2023,11,MA,Nordeste,Cerrado,São Luís,39.4,5,32.233333333333334,25.89333333333333,30,71.0,-44.51,seca_moderada
202312,2023,12,MA,Nordeste,Cerrado,São Luís,137.3,1,31.622580645161293,25.51290322580645,31,113.68181818181819,20.78,normal
202401,2024,1,MA,Nordeste,Cerrado,São Luís,229.2,1,30.16774193548387,24.835483870967742,31,238.38333333333333,-3.85,normal
202402,2024,2,MA,Nordeste,Cerrado,São Luís,410.4,0,29.29655172413793,24.02758620689655,29,340.2,20.63,normal
202403,2024,3,MA,Nordeste,Cerrado,São Luís,590.0,0,29.45483870967742,23.77741935483871,31,468.1583333333333,26.03,normal
202404,2024,4,MA,Nordeste,Cerrado,São Luís,486.7000000000001,0,29.65333333333333,23.87,30,397.51666666666665,22.44,normal
202405,2024,5,MA,Nordeste,Cerrado,São Luís,194.3,1,30.770967741935483,24.22258064516129,31,237.05833333333337,-18.04,normal
202406,2024,6,MA,Nordeste,Cerrado,São Luís,87.9,3,30.646666666666665,23.91333333333333,30,113.28333333333335,-22.41,normal
202407,2024,7,MA,Nordeste,Cerrado,São Luís,30.0,6,31.30322580645161,23.68064516129032,31,72.58181818181818,-58.67,seca_moderada
202408,2024,8,MA,Nordeste,Cerrado,São Luís,28.1,5,32.18709677419355,24.27741935483871,31,42.09090909090909,-33.24,seca_moderada
202409,2024,9,MA,Nordeste,Cerrado,São Luís,19.4,7,32.8,24.896666666666665,30,29.045454545454547,-33.21,seca_moderada
202410,2024,10,MA,Nordeste,Cerrado,São Luís,27.7,10,32.34516129032258,25.37741935483871,31,35.845454545454544,-22.72,normal
202411,2024,11,MA,Nordeste,Cerrado,São Luís,39.5,6,32.416666666666664,25.53666666666667,30,71.0,-44.37,seca_moderada
202412,2024,12,MA,Nordeste,Cerrado,São Luís,89.9,1,31.703225806451613,25.461290322580645,31,113.68181818181819,-20.92,normal
202501,2025,1,MA,Nordeste,Cerrado,São Luís,329.4,0,29.874193548387098,23.861290322580647,31,238.38333333333333,38.18,normal
202502,2025,2,MA,Nordeste,Cerrado,São Luís,377.5,0,29.457142857142856,23.575,28,340.2,10.96,normal
202503,2025,3,MA,Nordeste,Cerrado,São Luís,373.2,0,29.66774193548387,23.76451612903226,31,468.1583333333333,-20.28,normal
202504,2025,4,MA,Nordeste,Cerrado,São Luís,295.6,0,29.746666666666663,23.996666666666663,30,397.51666666666665,-25.64,normal
202505,2025,5,MA,Nordeste,Cerrado,São Luís,169.0,2,30.625806451612902,24.32903225806452,31,237.05833333333337,-28.71,normal
202506,2025,6,MA,Nordeste,Cerrado,São Luís,120.1,0,30.676666666666662,24.14333333333333,30,113.28333333333335,6.02,normal
202507,2025,7,MA,Nordeste,Cerrado,São Luís,79.0,1,30.374193548387098,24.193548387096776,31,72.58181818181818,8.84,normal
202508,2025,8,MA,Nordeste,Cerrado,São Luís,62.4,3,31.48709677419355,24.67419354838709,31,42.09090909090909,48.25,normal
202509,2025,9,MA,Nordeste,Cerrado,São Luís,29.9,3,32.75,25.35333333333333,30,29.045454545454547,2.94,normal
202510,2025,10,MA,Nordeste,Cerrado,São Luís,47.6,1,32.49354838709677,25.43870967741936,31,35.845454545454544,32.79,normal
202511,2025,11,MA,Nordeste,Cerrado,São Luís,33.3,2,31.96333333333333,25.726666666666667,30,71.0,-53.1,seca_moderada
202512,2025,12,MA,Nordeste,Cerrado,São Luís,100.8,1,31.33870967741936,25.306451612903224,31,113.68181818181819,-11.33,normal
202601,2026,1,MA,Nordeste,Cerrado,São Luís,119.7,1,30.92258064516129,25.01290322580645,31,238.38333333333333,-49.79,seca_moderada
202602,2026,2,MA,Nordeste,Cerrado,São Luís,291.0,0,29.510714285714283,23.939285714285717,28,340.2,-14.46,normal
202603,2026,3,MA,Nordeste,Cerrado,São Luís,284.5,0,29.351612903225806,23.61935483870968,31,468.1583333333333,-39.23,seca_moderada
202604,2026,4,MA,Nordeste,Cerrado,São Luís,440.2,0,29.266666666666666,23.7,30,397.51666666666665,10.74,normal
202605,2026,5,MA,Nordeste,Cerrado,São Luís,232.8,0,30.316129032258065,24.1,31,237.05833333333337,-1.8,normal
202606,2026,6,MA,Nordeste,Cerrado,São Luís,29.5,0,31.0,24.425,4,113.28333333333335,-73.96,seca_severa
201501,2015,1,PB,Nordeste,Caatinga,João Pessoa,30.1,6,29.425806451612903,24.39354838709677,31,81.13333333333333,-62.9,seca_severa
201502,2015,2,PB,Nordeste,Caatinga,João Pessoa,48.6,3,29.717857142857145,24.735714285714288,28,109.47500000000001,-55.61,seca_moderada
201503,2015,3,PB,Nordeste,Caatinga,João Pessoa,120.8,6,28.96451612903226,24.6,31,134.45833333333334,-10.16,normal
201504,2015,4,PB,Nordeste,Caatinga,João Pessoa,35.5,10,29.696666666666665,24.773333333333333,30,142.85,-75.15,seca_severa
201505,2015,5,PB,Nordeste,Caatinga,João Pessoa,65.2,2,28.845161290322583,24.30967741935484,31,189.70833333333334,-65.63,seca_severa
201506,2015,6,PB,Nordeste,Caatinga,João Pessoa,104.1,1,27.30666666666667,23.33,30,167.65,-37.91,seca_moderada
201507,2015,7,PB,Nordeste,Caatinga,João Pessoa,105.1,3,26.451612903225808,22.864516129032257,31,163.0090909090909,-35.53,seca_moderada
201508,2015,8,PB,Nordeste,Caatinga,João Pessoa,41.3,3,26.625806451612902,22.470967741935485,31,71.80909090909091,-42.49,seca_moderada
201509,2015,9,PB,Nordeste,Caatinga,João Pessoa,26.1,8,27.816666666666663,23.256666666666668,30,57.45454545454545,-54.57,seca_moderada
201510,2015,10,PB,Nordeste,Caatinga,João Pessoa,11.6,14,28.774193548387096,23.725806451612904,31,38.76363636363636,-70.08,seca_severa
201511,2015,11,PB,Nordeste,Caatinga,João Pessoa,8.1,18,29.613333333333333,24.46333333333333,30,33.88181818181818,-76.09,seca_severa
201512,2015,12,PB,Nordeste,Caatinga,João Pessoa,93.4,10,29.23548387096774,24.467741935483872,31,55.154545454545456,69.34,chuva_intensa
201601,2016,1,PB,Nordeste,Caatinga,João Pessoa,110.8,3,28.47741935483871,24.67096774193548,31,81.13333333333333,36.57,normal
201602,2016,2,PB,Nordeste,Caatinga,João Pessoa,87.8,6,29.079310344827583,24.75862068965517,29,109.47500000000001,-19.8,normal
201603,2016,3,PB,Nordeste,Caatinga,João Pessoa,77.0,4,29.490322580645163,25.016129032258064,31,134.45833333333334,-42.73,seca_moderada
201604,2016,4,PB,Nordeste,Caatinga,João Pessoa,117.3,2,28.69,24.936666666666667,30,142.85,-17.89,normal
201605,2016,5,PB,Nordeste,Caatinga,João Pessoa,193.7,4,27.851612903225806,23.9741935483871,31,189.70833333333334,2.1,normal
201606,2016,6,PB,Nordeste,Caatinga,João Pessoa,78.1,6,27.37333333333333,23.276666666666664,30,167.65,-53.41,seca_moderada
201607,2016,7,PB,Nordeste,Caatinga,João Pessoa,38.9,4,26.861290322580643,22.66774193548387,31,163.0090909090909,-76.14,seca_severa
201608,2016,8,PB,Nordeste,Caatinga,João Pessoa,23.1,7,27.39032258064516,22.774193548387096,31,71.80909090909091,-67.83,seca_severa
201609,2016,9,PB,Nordeste,Caatinga,João Pessoa,23.9,7,28.21333333333333,23.28666666666667,30,57.45454545454545,-58.4,seca_moderada
201610,2016,10,PB,Nordeste,Caatinga,João Pessoa,22.4,12,28.98064516129032,24.032258064516128,31,38.76363636363636,-42.21,seca_moderada
201611,2016,11,PB,Nordeste,Caatinga,João Pessoa,17.0,11,29.3,24.446666666666665,30,33.88181818181818,-49.83,seca_moderada
201612,2016,12,PB,Nordeste,Caatinga,João Pessoa,27.2,9,29.55161290322581,24.796774193548387,31,55.154545454545456,-50.68,seca_moderada
201701,2017,1,PB,Nordeste,Caatinga,João Pessoa,81.8,5,28.925806451612903,25.27741935483871,31,81.13333333333333,0.82,normal
201702,2017,2,PB,Nordeste,Caatinga,João Pessoa,52.3,2,29.17142857142857,25.52142857142857,28,109.47500000000001,-52.23,seca_moderada
201703,2017,3,PB,Nordeste,Caatinga,João Pessoa,175.3,1,28.861290322580647,25.26774193548387,31,134.45833333333334,30.37,normal
201704,2017,4,PB,Nordeste,Caatinga,João Pessoa,187.6,1,28.976666666666667,25.026666666666664,30,142.85,31.33,normal
201705,2017,5,PB,Nordeste,Caatinga,João Pessoa,360.5,2,28.048387096774192,24.53548387096774,31,189.70833333333334,90.03,chuva_intensa
201706,2017,6,PB,Nordeste,Caatinga,João Pessoa,230.6,0,27.22,23.84,30,167.65,37.55,normal
201707,2017,7,PB,Nordeste,Caatinga,João Pessoa,439.0,0,25.887096774193548,22.76129032258065,31,163.0090909090909,169.31,enchente_severa
201708,2017,8,PB,Nordeste,Caatinga,João Pessoa,65.5,1,26.58709677419355,22.84193548387097,31,71.80909090909091,-8.79,normal
201709,2017,9,PB,Nordeste,Caatinga,João Pessoa,71.8,2,26.86,23.33333333333333,30,57.45454545454545,24.97,normal
201710,2017,10,PB,Nordeste,Caatinga,João Pessoa,47.9,3,27.82258064516129,24.21935483870968,31,38.76363636363636,23.57,normal
201711,2017,11,PB,Nordeste,Caatinga,João Pessoa,29.2,3,28.616666666666667,24.74333333333333,30,33.88181818181818,-13.82,normal
201712,2017,12,PB,Nordeste,Caatinga,João Pessoa,50.5,3,29.18064516129032,25.258064516129032,31,55.154545454545456,-8.44,normal
201801,2018,1,PB,Nordeste,Caatinga,João Pessoa,120.2,0,28.62903225806452,24.961290322580645,31,81.13333333333333,48.15,normal
201802,2018,2,PB,Nordeste,Caatinga,João Pessoa,210.6,2,28.414285714285715,24.82857142857143,28,109.47500000000001,92.37,chuva_intensa
201803,2018,3,PB,Nordeste,Caatinga,João Pessoa,139.2,2,28.574193548387097,25.17419354838709,31,134.45833333333334,3.53,normal
201804,2018,4,PB,Nordeste,Caatinga,João Pessoa,319.7,0,27.66,24.16,30,142.85,123.8,enchente_severa
201805,2018,5,PB,Nordeste,Caatinga,João Pessoa,132.8,0,27.71935483870968,23.932258064516127,31,189.70833333333334,-30.0,normal
201806,2018,6,PB,Nordeste,Caatinga,João Pessoa,90.4,1,27.1,23.4,30,167.65,-46.08,seca_moderada
201807,2018,7,PB,Nordeste,Caatinga,João Pessoa,116.6,1,26.54516129032258,23.00967741935484,31,163.0090909090909,-28.47,normal
201808,2018,8,PB,Nordeste,Caatinga,João Pessoa,48.3,1,26.787096774193547,23.335483870967742,31,71.80909090909091,-32.74,seca_moderada
201809,2018,9,PB,Nordeste,Caatinga,João Pessoa,44.5,5,27.256666666666668,23.546666666666667,30,57.45454545454545,-22.55,normal
201810,2018,10,PB,Nordeste,Caatinga,João Pessoa,32.9,2,28.35483870967742,24.470967741935485,31,38.76363636363636,-15.13,normal
201811,2018,11,PB,Nordeste,Caatinga,João Pessoa,47.2,0,29.00333333333333,24.90666666666667,30,33.88181818181818,39.31,normal
