periodo,ano,mes,estado,regiao,bioma,cidade,precipitacao_mm_total,precipitacao_dias_sem_chuva,temp_max_media,temp_min_media,registros_diarios,media_hist_mm,anomalia_pct,evento_climatico
202407,2024,7,PE,Nordeste,Caatinga,Recife,154.4,0,26.796774193548387,22.583870967741937,31,152.71818181818182,1.1,normal
202408,2024,8,PE,Nordeste,Caatinga,Recife,89.3,1,26.88064516129032,22.31290322580645,31,109.82727272727271,-18.69,normal
202409,2024,9,PE,Nordeste,Caatinga,Recife,72.7,1,27.08,22.64,30,74.88181818181819,-2.91,normal
202410,2024,10,PE,Nordeste,Caatinga,Recife,34.8,3,28.648387096774197,23.654838709677417,31,55.85454545454545,-37.7,seca_moderada
202411,2024,11,PE,Nordeste,Caatinga,Recife,46.8,1,29.33,24.45,30,49.43636363636363,-5.33,normal
202412,2024,12,PE,Nordeste,Caatinga,Recife,75.3,0,29.364516129032257,24.61935483870968,31,67.14545454545454,12.14,normal
202501,2025,1,PE,Nordeste,Caatinga,Recife,110.2,1,29.567741935483877,24.425806451612903,31,81.14999999999999,35.8,normal
202502,2025,2,PE,Nordeste,Caatinga,Recife,111.3,0,29.28214285714285,24.360714285714288,28,91.68333333333334,21.4,normal
202503,2025,3,PE,Nordeste,Caatinga,Recife,103.2,0,29.796774193548387,24.641935483870967,31,118.81666666666666,-13.14,normal
202504,2025,4,PE,Nordeste,Caatinga,Recife,63.3,4,30.38,24.89333333333333,30,128.29166666666666,-50.66,seca_moderada
202505,2025,5,PE,Nordeste,Caatinga,Recife,272.7,0,28.796774193548387,23.92258064516129,31,214.14166666666665,27.35,normal
202506,2025,6,PE,Nordeste,Caatinga,Recife,195.7,0,27.476666666666667,22.96,30,179.11666666666667,9.26,normal
202507,2025,7,PE,Nordeste,Caatinga,Recife,153.6,1,26.712903225806453,22.003225806451614,31,152.71818181818182,0.58,normal
202508,2025,8,PE,Nordeste,Caatinga,Recife,175.2,0,26.66774193548387,22.200000000000003,31,109.82727272727271,59.52,chuva_intensa
202509,2025,9,PE,Nordeste,Caatinga,Recife,106.6,0,27.313333333333333,22.97,30,74.88181818181819,42.36,normal
202510,2025,10,PE,Nordeste,Caatinga,Recife,89.0,1,27.65806451612903,23.467741935483872,31,55.85454545454545,59.34,chuva_intensa
202511,2025,11,PE,Nordeste,Caatinga,Recife,29.6,1,29.39,24.446666666666665,30,49.43636363636363,-40.13,seca_moderada
202512,2025,12,PE,Nordeste,Caatinga,Recife,49.1,1,29.506451612903227,24.748387096774195,31,67.14545454545454,-26.88,normal
202601,2026,1,PE,Nordeste,Caatinga,Recife,65.5,0,29.93548387096774,24.693548387096776,31,81.14999999999999,-19.29,normal
202602,2026,2,PE,Nordeste,Caatinga,Recife,79.5,2,30.110714285714288,24.72142857142857,28,91.68333333333334,-13.29,normal
202603,2026,3,PE,Nordeste,Caatinga,Recife,93.1,4,30.46451612903226,24.793548387096774,31,118.81666666666666,-21.64,normal
202604,2026,4,PE,Nordeste,Caatinga,Recife,225.0,0,28.826666666666664,23.89333333333333,30,128.29166666666666,75.38,chuva_intensa
202605,2026,5,PE,Nordeste,Caatinga,Recife,370.8,0,28.11290322580645,23.63225806451613,31,214.14166666666665,73.16,chuva_intensa
202606,2026,6,PE,Nordeste,Caatinga,Recife,33.0,0,27.475,23.575,4,179.11666666666667,-81.58,seca_severa
201501,2015,1,PI,Nordeste,Caatinga,Teresina,86.0,7,32.803225806451614,23.664516129032258,31,257.3,-66.58,seca_severa
201502,2015,2,PI,Nordeste,Caatinga,Teresina,347.3,4,30.307142857142857,23.14642857142857,28,287.03333333333336,21.0,normal
201503,2015,3,PI,Nordeste,Caatinga,Teresina,277.3,1,29.835483870967742,22.951612903225808,31,372.81666666666666,-25.62,normal
201504,2015,4,PI,Nordeste,Caatinga,Teresina,118.5,1,30.19333333333333,22.85666666666667,30,227.53333333333333,-47.92,seca_moderada
201505,2015,5,PI,Nordeste,Caatinga,Teresina,109.4,8,31.13225806451613,23.164516129032258,31,68.22500000000001,60.35,chuva_intensa
201506,2015,6,PI,Nordeste,Caatinga,Teresina,15.8,19,32.763333333333335,23.36,30,13.233333333333334,19.4,normal
201507,2015,7,PI,Nordeste,Caatinga,Teresina,7.5,25,33.50645161290323,23.677419354838708,31,9.490909090909092,-20.98,normal
201508,2015,8,PI,Nordeste,Caatinga,Teresina,0.1,30,35.52258064516129,23.53548387096774,31,3.627272727272728,-97.24,seca_severa
201509,2015,9,PI,Nordeste,Caatinga,Teresina,0.8,26,37.0,23.76333333333333,30,4.309090909090909,-81.43,seca_severa
201510,2015,10,PI,Nordeste,Caatinga,Teresina,0.7999999999999999,29,38.13225806451613,25.10967741935484,31,27.490909090909096,-97.09,seca_severa
201511,2015,11,PI,Nordeste,Caatinga,Teresina,0.6,28,37.74666666666667,25.28,30,72.77272727272727,-99.18,seca_severa
201512,2015,12,PI,Nordeste,Caatinga,Teresina,28.2,20,37.29354838709677,25.55483870967742,31,132.33636363636364,-78.69,seca_severa
201601,2016,1,PI,Nordeste,Caatinga,Teresina,410.3,1,30.47741935483871,23.887096774193548,31,257.3,59.46,chuva_intensa
201602,2016,2,PI,Nordeste,Caatinga,Teresina,135.0,0,31.76551724137931,23.603448275862068,29,287.03333333333336,-52.97,seca_moderada
201603,2016,3,PI,Nordeste,Caatinga,Teresina,381.8,1,31.074193548387097,23.835483870967742,31,372.81666666666666,2.41,normal
201604,2016,4,PI,Nordeste,Caatinga,Teresina,100.9,6,31.59333333333333,24.0,30,227.53333333333333,-55.65,seca_moderada
201605,2016,5,PI,Nordeste,Caatinga,Teresina,64.6,5,32.25806451612903,23.845161290322583,31,68.22500000000001,-5.31,normal
201606,2016,6,PI,Nordeste,Caatinga,Teresina,6.2,19,33.593333333333334,23.78666666666667,30,13.233333333333334,-53.15,seca_moderada
201607,2016,7,PI,Nordeste,Caatinga,Teresina,15.0,26,34.483870967741936,23.161290322580644,31,9.490909090909092,58.05,chuva_intensa
201608,2016,8,PI,Nordeste,Caatinga,Teresina,1.1,27,35.91290322580645,23.49032258064516,31,3.627272727272728,-69.67,seca_severa
201609,2016,9,PI,Nordeste,Caatinga,Teresina,2.3000000000000003,23,36.89333333333333,25.12,30,4.309090909090909,-46.62,seca_moderada
201610,2016,10,PI,Nordeste,Caatinga,Teresina,6.6,26,37.70645161290323,24.87741935483871,31,27.490909090909096,-75.99,seca_severa
201611,2016,11,PI,Nordeste,Caatinga,Teresina,11.0,22,37.77,25.946666666666665,30,72.77272727272727,-84.88,seca_severa
201612,2016,12,PI,Nordeste,Caatinga,Teresina,105.9,10,33.932258064516134,24.932258064516127,31,132.33636363636364,-19.98,normal
201701,2017,1,PI,Nordeste,Caatinga,Teresina,203.8,2,31.59354838709677,23.825806451612905,31,257.3,-20.79,normal
201702,2017,2,PI,Nordeste,Caatinga,Teresina,288.3,0,30.203571428571426,23.478571428571428,28,287.03333333333336,0.44,normal
201703,2017,3,PI,Nordeste,Caatinga,Teresina,349.40000000000003,0,29.88387096774193,23.154838709677417,31,372.81666666666666,-6.28,normal
201704,2017,4,PI,Nordeste,Caatinga,Teresina,197.3,0,30.58,23.48,30,227.53333333333333,-13.29,normal
201705,2017,5,PI,Nordeste,Caatinga,Teresina,48.3,7,32.13225806451613,23.89032258064516,31,68.22500000000001,-29.2,normal
201706,2017,6,PI,Nordeste,Caatinga,Teresina,2.9,22,33.66,24.43,30,13.233333333333334,-78.09,seca_severa
201707,2017,7,PI,Nordeste,Caatinga,Teresina,1.6,27,33.25806451612903,24.05806451612903,31,9.490909090909092,-83.14,seca_severa
201708,2017,8,PI,Nordeste,Caatinga,Teresina,3.1,23,35.34838709677419,24.75483870967742,31,3.627272727272728,-14.54,normal
201709,2017,9,PI,Nordeste,Caatinga,Teresina,0.7,29,36.46,25.776666666666664,30,4.309090909090909,-83.76,seca_severa
201710,2017,10,PI,Nordeste,Caatinga,Teresina,7.199999999999999,21,37.12580645161291,25.493548387096773,31,27.490909090909096,-73.81,seca_severa
201711,2017,11,PI,Nordeste,Caatinga,Teresina,15.4,10,36.193333333333335,25.336666666666662,30,72.77272727272727,-78.84,seca_severa
201712,2017,12,PI,Nordeste,Caatinga,Teresina,104.1,9,33.832258064516125,24.687096774193545,31,132.33636363636364,-21.34,normal
201801,2018,1,PI,Nordeste,Caatinga,Teresina,235.7,1,30.9741935483871,23.193548387096776,31,257.3,-8.39,normal
201802,2018,2,PI,Nordeste,Caatinga,Teresina,334.7,1,29.7,22.90714285714285,28,287.03333333333336,16.61,normal
201803,2018,3,PI,Nordeste,Caatinga,Teresina,317.8,0,30.26129032258065,23.41935483870968,31,372.81666666666666,-14.76,normal
201804,2018,4,PI,Nordeste,Caatinga,Teresina,224.5,0,30.13,22.87333333333333,30,227.53333333333333,-1.33,normal
201805,2018,5,PI,Nordeste,Caatinga,Teresina,81.39999999999999,5,30.82258064516129,23.30322580645161,31,68.22500000000001,19.31,normal
201806,2018,6,PI,Nordeste,Caatinga,Teresina,12.1,18,33.266666666666666,22.83333333333333,30,13.233333333333334,-8.56,normal
201807,2018,7,PI,Nordeste,Caatinga,Teresina,21.8,20,33.78709677419355,22.93548387096774,31,9.490909090909092,129.69,enchente_severa
201808,2018,8,PI,Nordeste,Caatinga,Teresina,10.0,17,34.97096774193548,23.11935483870968,31,3.627272727272728,175.69,enchente_severa
201809,2018,9,PI,Nordeste,Caatinga,Teresina,9.3,23,36.49333333333333,23.88,30,4.309090909090909,115.82,enchente_severa
201810,2018,10,PI,Nordeste,Caatinga,Teresina,19.9,13,36.274193548387096,24.780645161290323,31,27.490909090909096,-27.61,normal
201811,2018,11,PI,Nordeste,Caatinga,Teresina,97.9,12,35.36333333333334,24.866666666666667,30,72.77272727272727,34.53,normal
201812,2018,12,PI,Nordeste,Caatinga,Teresina,221.9,5,30.8,23.04516129032258,31,132.33636363636364,67.68,chuva_intensa
201901,2019,1,PI,Nordeste,Caatinga,Teresina,229.4,1,30.92258064516129,23.26129032258065,31,257.3,-10.84,normal
201902,2019,2,PI,Nordeste,Caatinga,Teresina,279.5,0,30.446428571428573,23.139285714285712,28,287.03333333333336,-2.62,normal
201903,2019,3,PI,Nordeste,Caatinga,Teresina,448.0,0,30.13225806451613,23.18064516129032,31,372.81666666666666,20.17,normal
201904,2019,4,PI,Nordeste,Caatinga,Teresina,556.4,0,30.31,23.226666666666667,30,227.53333333333333,144.54,enchente_severa
201905,2019,5,PI,Nordeste,Caatinga,Teresina,71.5,4,31.18064516129032,22.95483870967742,31,68.22500000000001,4.8,normal
201906,2019,6,PI,Nordeste,Caatinga,Teresina,4.1,22,33.07333333333334,22.96333333333333,30,13.233333333333334,-69.02,seca_severa
201907,2019,7,PI,Nordeste,Caatinga,Teresina,13.0,18,33.3258064516129,23.187096774193545,31,9.490909090909092,36.97,normal
201908,2019,8,PI,Nordeste,Caatinga,Teresina,1.2000000000000002,29,35.61612903225806,23.741935483870968,31,3.627272727272728,-66.92,seca_severa
201909,2019,9,PI,Nordeste,Caatinga,Teresina,12.2,18,36.71666666666667,23.836666666666662,30,4.309090909090909,183.12,enchente_severa
201910,2019,10,PI,Nordeste,Caatinga,Teresina,24.6,19,36.693548387096776,24.483870967741936,31,27.490909090909096,-10.52,normal
201911,2019,11,PI,Nordeste,Caatinga,Teresina,42.6,10,36.72,25.12,30,72.77272727272727,-41.46,seca_moderada
201912,2019,12,PI,Nordeste,Caatinga,Teresina,90.3,6,35.84193548387096,24.73225806451613,31,132.33636363636364,-31.76,seca_moderada
202001,2020,1,PI,Nordeste,Caatinga,Teresina,387.1,0,30.516129032258064,23.48709677419355,31,257.3,50.45,chuva_intensa
202002,2020,2,PI,Nordeste,Caatinga,Teresina,348.3,0,30.620689655172413,23.36551724137931,29,287.03333333333336,21.34,normal
202003,2020,3,PI,Nordeste,Caatinga,Teresina,679.9,0,30.14516129032258,23.283870967741933,31,372.81666666666666,82.37,chuva_intensa
202004,2020,4,PI,Nordeste,Caatinga,Teresina,242.7,0,30.666666666666668,23.526666666666664,30,227.53333333333333,6.67,normal
202005,2020,5,PI,Nordeste,Caatinga,Teresina,62.5,5,31.26774193548387,23.26451612903226,31,68.22500000000001,-8.39,normal
202006,2020,6,PI,Nordeste,Caatinga,Teresina,8.7,16,32.053333333333335,22.686666666666667,30,13.233333333333334,-34.26,seca_moderada
202007,2020,7,PI,Nordeste,Caatinga,Teresina,2.2,27,33.832258064516125,23.003225806451614,31,9.490909090909092,-76.82,seca_severa
202008,2020,8,PI,Nordeste,Caatinga,Teresina,4.4,22,35.34516129032258,22.706451612903223,31,3.627272727272728,21.3,normal
202009,2020,9,PI,Nordeste,Caatinga,Teresina,0.7,26,36.89333333333333,23.896666666666665,30,4.309090909090909,-83.76,seca_severa
202010,2020,10,PI,Nordeste,Caatinga,Teresina,12.7,21,37.31612903225806,24.606451612903225,31,27.490909090909096,-53.8,seca_moderada
202011,2020,11,PI,Nordeste,Caatinga,Teresina,186.5,3,32.86666666666667,24.41333333333333,30,72.77272727272727,156.28,enchente_severa
202012,2020,12,PI,Nordeste,Caatinga,Teresina,50.1,4,33.38709677419355,24.161290322580644,31,132.33636363636364,-62.14,seca_severa
202101,2021,1,PI,Nordeste,Caatinga,Teresina,123.2,1,31.39032258064516,23.52258064516129,31,257.3,-52.12,seca_moderada
202102,2021,2,PI,Nordeste,Caatinga,Teresina,322.4,4,30.792857142857144,22.97142857142857,28,287.03333333333336,12.32,normal
202103,2021,3,PI,Nordeste,Caatinga,Teresina,253.6,0,30.141935483870967,22.68064516129032,31,372.81666666666666,-31.98,seca_moderada
202104,2021,4,PI,Nordeste,Caatinga,Teresina,127.2,3,31.136666666666667,22.85,30,227.53333333333333,-44.1,seca_moderada
202105,2021,5,PI,Nordeste,Caatinga,Teresina,27.2,15,31.835483870967742,22.81290322580645,31,68.22500000000001,-60.13,seca_severa
202106,2021,6,PI,Nordeste,Caatinga,Teresina,12.3,10,33.06666666666667,23.023333333333333,30,13.233333333333334,-7.05,normal
202107,2021,7,PI,Nordeste,Caatinga,Teresina,18.2,17,33.40967741935484,22.90322580645161,31,9.490909090909092,91.76,chuva_intensa
202108,2021,8,PI,Nordeste,Caatinga,Teresina,2.0,20,35.63870967741936,23.429032258064517,31,3.627272727272728,-44.86,seca_moderada
202109,2021,9,PI,Nordeste,Caatinga,Teresina,17.8,14,36.63,24.22,30,4.309090909090909,313.08,enchente_severa
202110,2021,10,PI,Nordeste,Caatinga,Teresina,128.8,12,35.16129032258065,23.958064516129035,31,27.490909090909096,368.52,enchente_severa
202111,2021,11,PI,Nordeste,Caatinga,Teresina,151.5,0,32.82666666666667,23.3,30,72.77272727272727,108.18,enchente_severa
202112,2021,12,PI,Nordeste,Caatinga,Teresina,285.8,2,32.119354838709675,23.574193548387097,31,132.33636363636364,115.96,enchente_severa
202201,2022,1,PI,Nordeste,Caatinga,Teresina,396.2,0,30.23225806451613,22.48709677419355,31,257.3,53.98,chuva_intensa
202202,2022,2,PI,Nordeste,Caatinga,Teresina,331.5,1,31.02857142857143,22.517857142857142,28,287.03333333333336,15.49,normal
202203,2022,3,PI,Nordeste,Caatinga,Teresina,522.0,0,30.096774193548388,22.503225806451614,31,372.81666666666666,40.02,normal
202204,2022,4,PI,Nordeste,Caatinga,Teresina,222.0,1,30.55333333333333,22.49333333333333,30,227.53333333333333,-2.43,normal
202205,2022,5,PI,Nordeste,Caatinga,Teresina,150.8,6,31.032258064516128,22.69032258064516,31,68.22500000000001,121.03,enchente_severa
202206,2022,6,PI,Nordeste,Caatinga,Teresina,62.9,15,31.36,21.69,30,13.233333333333334,375.31,enchente_severa
202207,2022,7,PI,Nordeste,Caatinga,Teresina,3.1,27,33.62580645161291,22.92258064516129,31,9.490909090909092,-67.34,seca_severa
202208,2022,8,PI,Nordeste,Caatinga,Teresina,0.7999999999999999,28,35.619354838709675,22.983870967741936,31,3.627272727272728,-77.94,seca_severa
202209,2022,9,PI,Nordeste,Caatinga,Teresina,2.2,23,37.11333333333334,23.736666666666668,30,4.309090909090909,-48.95,seca_moderada
202210,2022,10,PI,Nordeste,Caatinga,Teresina,44.1,22,37.55806451612903,24.248387096774195,31,27.490909090909096,60.42,chuva_intensa
202211,2022,11,PI,Nordeste,Caatinga,Teresina,206.4,5,32.593333333333334,23.23,30,72.77272727272727,183.62,enchente_severa
202212,2022,12,PI,Nordeste,Caatinga,Teresina,217.4,2,32.19032258064516,22.825806451612905,31,132.33636363636364,64.28,chuva_intensa
202301,2023,1,PI,Nordeste,Caatinga,Teresina,220.9,0,30.48709677419355,22.32258064516129,31,257.3,-14.15,normal
202302,2023,2,PI,Nordeste,Caatinga,Teresina,200.3,0,30.86428571428572,22.432142857142857,28,287.03333333333336,-30.22,seca_moderada
202303,2023,3,PI,Nordeste,Caatinga,Teresina,344.1,2,30.396774193548385,22.432258064516127,31,372.81666666666666,-7.7,normal
202304,2023,4,PI,Nordeste,Caatinga,Teresina,249.7,2,30.74,22.50333333333333,30,227.53333333333333,9.74,normal
202305,2023,5,PI,Nordeste,Caatinga,Teresina,45.0,8,31.870967741935484,22.84193548387097,31,68.22500000000001,-34.04,seca_moderada
202306,2023,6,PI,Nordeste,Caatinga,Teresina,5.1,23,33.14,22.723333333333336,30,13.233333333333334,-61.46,seca_severa
202307,2023,7,PI,Nordeste,Caatinga,Teresina,0.8,26,34.4741935483871,22.68387096774193,31,9.490909090909092,-91.57,seca_severa
202308,2023,8,PI,Nordeste,Caatinga,Teresina,1.2,25,36.36129032258064,22.88064516129032,31,3.627272727272728,-66.92,seca_severa
202309,2023,9,PI,Nordeste,Caatinga,Teresina,0.1,29,38.28666666666666,23.63,30,4.309090909090909,-97.68,seca_severa
202310,2023,10,PI,Nordeste,Caatinga,Teresina,1.9,26,38.79032258064516,24.780645161290323,31,27.490909090909096,-93.09,seca_severa
202311,2023,11,PI,Nordeste,Caatinga,Teresina,14.2,17,37.71333333333334,25.25333333333333,30,72.77272727272727,-80.49,seca_severa
202312,2023,12,PI,Nordeste,Caatinga,Teresina,76.9,11,36.170967741935485,24.72258064516129,31,132.33636363636364,-41.89,seca_moderada
202401,2024,1,PI,Nordeste,Caatinga,Teresina,179.0,7,32.906451612903226,23.98709677419355,31,257.3,-30.43,seca_moderada
202402,2024,2,PI,Nordeste,Caatinga,Teresina,357.3,2,31.6,23.648275862068964,29,287.03333333333336,24.48,normal
202403,2024,3,PI,Nordeste,Caatinga,Teresina,375.5,0,31.35483870967742,23.42258064516129,31,372.81666666666666,0.72,normal
202404,2024,4,PI,Nordeste,Caatinga,Teresina,313.2,0,31.24333333333333,23.423333333333336,30,227.53333333333333,37.65,normal
202405,2024,5,PI,Nordeste,Caatinga,Teresina,32.7,14,33.10322580645161,23.316129032258065,31,68.22500000000001,-52.07,seca_moderada
202406,2024,6,PI,Nordeste,Caatinga,Teresina,10.0,22,33.29,22.98333333333333,30,13.233333333333334,-24.43,normal
202407,2024,7,PI,Nordeste,Caatinga,Teresina,3.5000000000000004,28,34.4483870967742,22.4,31,9.490909090909092,-63.12,seca_severa
202408,2024,8,PI,Nordeste,Caatinga,Teresina,0.1,30,36.49032258064516,22.90322580645161,31,3.627272727272728,-97.24,seca_severa
202409,2024,9,PI,Nordeste,Caatinga,Teresina,0.7999999999999999,28,37.833333333333336,23.53,30,4.309090909090909,-81.43,seca_severa
202410,2024,10,PI,Nordeste,Caatinga,Teresina,17.700000000000003,25,37.99032258064516,24.61935483870968,31,27.490909090909096,-35.62,seca_moderada
202411,2024,11,PI,Nordeste,Caatinga,Teresina,15.9,19,37.193333333333335,25.076666666666664,30,72.77272727272727,-78.15,seca_severa
202412,2024,12,PI,Nordeste,Caatinga,Teresina,81.7,7,34.9483870967742,24.29032258064516,31,132.33636363636364,-38.26,seca_moderada
202501,2025,1,PI,Nordeste,Caatinga,Teresina,400.3,0,31.906451612903226,22.94516129032258,31,257.3,55.58,chuva_intensa
202502,2025,2,PI,Nordeste,Caatinga,Teresina,225.4,1,31.857142857142858,23.1,28,287.03333333333336,-21.47,normal
202503,2025,3,PI,Nordeste,Caatinga,Teresina,288.1,2,31.12258064516129,23.22258064516129,31,372.81666666666666,-22.72,normal
202504,2025,4,PI,Nordeste,Caatinga,Teresina,80.4,2,32.809999999999995,23.53666666666667,30,227.53333333333333,-64.66,seca_severa
202505,2025,5,PI,Nordeste,Caatinga,Teresina,38.8,10,33.145161290322584,23.135483870967743,31,68.22500000000001,-43.13,seca_moderada
202506,2025,6,PI,Nordeste,Caatinga,Teresina,15.5,9,33.803333333333335,23.53333333333333,30,13.233333333333334,17.13,normal
202507,2025,7,PI,Nordeste,Caatinga,Teresina,17.7,25,35.34193548387096,24.0258064516129,31,9.490909090909092,86.49,chuva_intensa
202508,2025,8,PI,Nordeste,Caatinga,Teresina,15.9,26,35.8258064516129,23.958064516129035,31,3.627272727272728,338.35,enchente_severa
202509,2025,9,PI,Nordeste,Caatinga,Teresina,0.5,27,37.92,25.113333333333333,30,4.309090909090909,-88.4,seca_severa
202510,2025,10,PI,Nordeste,Caatinga,Teresina,38.1,23,37.4741935483871,24.780645161290323,31,27.490909090909096,38.59,normal
202511,2025,11,PI,Nordeste,Caatinga,Teresina,58.5,16,37.056666666666665,25.3,30,72.77272727272727,-19.61,normal
202512,2025,12,PI,Nordeste,Caatinga,Teresina,193.4,2,34.15806451612904,23.66774193548387,31,132.33636363636364,46.14,normal
202601,2026,1,PI,Nordeste,Caatinga,Teresina,215.7,1,34.31612903225806,23.87741935483871,31,257.3,-16.17,normal
202602,2026,2,PI,Nordeste,Caatinga,Teresina,274.4,1,31.45357142857143,23.2,28,287.03333333333336,-4.4,normal
202603,2026,3,PI,Nordeste,Caatinga,Teresina,236.3,0,31.62903225806452,23.17096774193548,31,372.81666666666666,-36.62,seca_moderada
202604,2026,4,PI,Nordeste,Caatinga,Teresina,297.6,0,31.12,23.27,30,227.53333333333333,30.79,normal
202605,2026,5,PI,Nordeste,Caatinga,Teresina,86.5,11,32.17741935483871,23.33870967741936,31,68.22500000000001,26.79,normal
202606,2026,6,PI,Nordeste,Caatinga,Teresina,3.2,1,32.575,23.1,4,13.233333333333334,-75.82,seca_severa
201501,2015,1,PR,Sul,Mata Atlântica,Curitiba,239.8,2,26.37741935483871,18.64516129032258,31,194.32500000000002,23.4,normal
201502,2015,2,PR,Sul,Mata Atlântica,Curitiba,230.4,2,24.6,17.910714285714285,28,159.70000000000002,44.27,normal
201503,2015,3,PR,Sul,Mata Atlântica,Curitiba,164.2,4,23.200000000000003,17.11935483870968,31,120.425,36.35,normal
201504,2015,4,PR,Sul,Mata Atlântica,Curitiba,60.0,13,21.55666666666667,15.046666666666663,30,73.86666666666666,-18.77,normal
201505,2015,5,PR,Sul,Mata Atlântica,Curitiba,101.5,15,18.993548387096773,12.896774193548389,31,110.08333333333333,-7.8,normal
201506,2015,6,PR,Sul,Mata Atlântica,Curitiba,107.2,22,19.076666666666664,10.836666666666668,30,98.45833333333333,8.88,normal
201507,2015,7,PR,Sul,Mata Atlântica,Curitiba,203.0,14,18.50967741935484,11.729032258064516,31,60.1,237.77,enchente_severa
201508,2015,8,PR,Sul,Mata Atlântica,Curitiba,43.8,27,22.19032258064516,12.716129032258063,31,85.46363636363637,-48.75,seca_moderada
201509,2015,9,PR,Sul,Mata Atlântica,Curitiba,155.79999999999998,12,23.016666666666666,14.263333333333332,30,107.28181818181817,45.22,normal
201510,2015,10,PR,Sul,Mata Atlântica,Curitiba,162.4,8,22.806451612903224,15.25483870967742,31,162.43636363636364,-0.02,normal
201511,2015,11,PR,Sul,Mata Atlântica,Curitiba,221.8,2,22.28666666666667,16.066666666666666,30,123.85454545454546,79.08,chuva_intensa
201512,2015,12,PR,Sul,Mata Atlântica,Curitiba,213.8,1,24.94516129032258,18.141935483870967,31,162.13636363636363,31.86,normal
201601,2016,1,PR,Sul,Mata Atlântica,Curitiba,128.9,7,24.43548387096774,17.51290322580645,31,194.32500000000002,-33.67,seca_moderada
201602,2016,2,PR,Sul,Mata Atlântica,Curitiba,252.2,1,25.25172413793103,19.06896551724138,29,159.70000000000002,57.92,chuva_intensa
201603,2016,3,PR,Sul,Mata Atlântica,Curitiba,82.3,8,24.06451612903226,16.9741935483871,31,120.425,-31.66,seca_moderada
201604,2016,4,PR,Sul,Mata Atlântica,Curitiba,106.8,16,25.30333333333333,17.209999999999997,30,73.86666666666666,44.58,normal
201605,2016,5,PR,Sul,Mata Atlântica,Curitiba,166.6,11,17.551612903225806,11.712903225806452,31,110.08333333333333,51.34,chuva_intensa
201606,2016,6,PR,Sul,Mata Atlântica,Curitiba,142.9,19,15.446666666666664,7.743333333333334,30,98.45833333333333,45.14,normal
201607,2016,7,PR,Sul,Mata Atlântica,Curitiba,70.2,25,18.529032258064515,9.561290322580644,31,60.1,16.81,normal
201608,2016,8,PR,Sul,Mata Atlântica,Curitiba,161.8,19,19.25483870967742,9.812903225806451,31,85.46363636363637,89.32,chuva_intensa
201609,2016,9,PR,Sul,Mata Atlântica,Curitiba,74.0,17,19.99333333333333,10.986666666666668,30,107.28181818181817,-31.02,seca_moderada
201610,2016,10,PR,Sul,Mata Atlântica,Curitiba,103.7,8,21.161290322580644,13.696774193548388,31,162.43636363636364,-36.16,seca_moderada
201611,2016,11,PR,Sul,Mata Atlântica,Curitiba,71.6,7,22.69,14.796666666666669,30,123.85454545454546,-42.19,seca_moderada
201612,2016,12,PR,Sul,Mata Atlântica,Curitiba,155.9,8,24.34193548387097,16.906451612903226,31,162.13636363636363,-3.85,normal
201701,2017,1,PR,Sul,Mata Atlântica,Curitiba,252.6,3,25.293548387096774,18.370967741935484,31,194.32500000000002,29.99,normal
201702,2017,2,PR,Sul,Mata Atlântica,Curitiba,84.9,3,26.29642857142857,18.52857142857143,28,159.70000000000002,-46.84,seca_moderada
201703,2017,3,PR,Sul,Mata Atlântica,Curitiba,93.6,1,23.30322580645161,16.94516129032258,31,120.425,-22.28,normal
201704,2017,4,PR,Sul,Mata Atlântica,Curitiba,103.9,7,21.05333333333333,14.266666666666667,30,73.86666666666666,40.66,normal
201705,2017,5,PR,Sul,Mata Atlântica,Curitiba,130.0,11,19.951612903225808,13.338709677419354,31,110.08333333333333,18.09,normal
201706,2017,6,PR,Sul,Mata Atlântica,Curitiba,131.2,18,18.69333333333333,10.45,30,98.45833333333333,33.25,normal
201707,2017,7,PR,Sul,Mata Atlântica,Curitiba,12.3,25,18.4,8.745161290322581,31,60.1,-79.53,seca_severa
201708,2017,8,PR,Sul,Mata Atlântica,Curitiba,64.39999999999999,15,19.370967741935484,10.85483870967742,31,85.46363636363637,-24.65,normal
201709,2017,9,PR,Sul,Mata Atlântica,Curitiba,47.2,21,24.78666666666667,13.64,30,107.28181818181817,-56.0,seca_moderada
201710,2017,10,PR,Sul,Mata Atlântica,Curitiba,179.4,6,22.806451612903224,14.103225806451611,31,162.43636363636364,10.44,normal
201711,2017,11,PR,Sul,Mata Atlântica,Curitiba,129.4,7,22.543333333333333,14.053333333333336,30,123.85454545454546,4.48,normal
201712,2017,12,PR,Sul,Mata Atlântica,Curitiba,169.9,2,23.82258064516129,16.858064516129033,31,162.13636363636363,4.79,normal
201801,2018,1,PR,Sul,Mata Atlântica,Curitiba,229.3,3,24.516129032258064,17.42258064516129,31,194.32500000000002,18.0,normal
201802,2018,2,PR,Sul,Mata Atlântica,Curitiba,93.6,3,23.275,16.05,28,159.70000000000002,-41.39,seca_moderada
201803,2018,3,PR,Sul,Mata Atlântica,Curitiba,144.4,1,24.9741935483871,17.883870967741935,31,120.425,19.91,normal
201804,2018,4,PR,Sul,Mata Atlântica,Curitiba,15.0,16,23.52,14.943333333333332,30,73.86666666666666,-79.69,seca_severa
