periodo,ano,mes,id_ponto,regiao,estado,ndvi,saude_vegetacao
201604,2016,4,PassoFundo_RS,Sul,RS,0.3121,moderado
201605,2016,5,PassoFundo_RS,Sul,RS,0.3235,moderado
201606,2016,6,PassoFundo_RS,Sul,RS,0.295,estressado
201607,2016,7,PassoFundo_RS,Sul,RS,0.2586,estressado
201608,2016,8,PassoFundo_RS,Sul,RS,0.25,estressado
201609,2016,9,PassoFundo_RS,Sul,RS,0.3149,moderado
201610,2016,10,PassoFundo_RS,Sul,RS,0.2635,estressado
201611,2016,11,PassoFundo_RS,Sul,RS,0.2488,estressado
201612,2016,12,PassoFundo_RS,Sul,RS,0.2771,estressado
201701,2017,1,PassoFundo_RS,Sul,RS,0.3109,moderado
201702,2017,2,PassoFundo_RS,Sul,RS,0.2854,estressado
201703,2017,3,PassoFundo_RS,Sul,RS,0.3267,moderado
201704,2017,4,PassoFundo_RS,Sul,RS,0.287,estressado
201705,2017,5,PassoFundo_RS,Sul,RS,0.2992,estressado
201706,2017,6,PassoFundo_RS,Sul,RS,0.3195,moderado
201707,2017,7,PassoFundo_RS,Sul,RS,0.284,estressado
201708,2017,8,PassoFundo_RS,Sul,RS,0.2568,estressado
201709,2017,9,PassoFundo_RS,Sul,RS,0.2668,estressado
201710,2017,10,PassoFundo_RS,Sul,RS,0.2872,estressado
201711,2017,11,PassoFundo_RS,Sul,RS,0.2746,estressado
201712,2017,12,PassoFundo_RS,Sul,RS,0.2838,estressado
201801,2018,1,PassoFundo_RS,Sul,RS,0.3079,moderado
201802,2018,2,PassoFundo_RS,Sul,RS,0.3064,moderado
201803,2018,3,PassoFundo_RS,Sul,RS,0.2817,estressado
201804,2018,4,PassoFundo_RS,Sul,RS,0.2935,estressado
201805,2018,5,PassoFundo_RS,Sul,RS,0.3085,moderado
201806,2018,6,PassoFundo_RS,Sul,RS,0.2857,estressado
201807,2018,7,PassoFundo_RS,Sul,RS,0.2766,estressado
201808,2018,8,PassoFundo_RS,Sul,RS,0.2575,estressado
201809,2018,9,PassoFundo_RS,Sul,RS,0.2837,estressado
201810,2018,10,PassoFundo_RS,Sul,RS,0.2586,estressado
201811,2018,11,PassoFundo_RS,Sul,RS,0.2862,estressado
201812,2018,12,PassoFundo_RS,Sul,RS,0.2866,estressado
201901,2019,1,PassoFundo_RS,Sul,RS,0.3372,moderado
201902,2019,2,PassoFundo_RS,Sul,RS,0.2974,estressado
201903,2019,3,PassoFundo_RS,Sul,RS,0.2831,estressado
201904,2019,4,PassoFundo_RS,Sul,RS,0.2787,estressado
201905,2019,5,PassoFundo_RS,Sul,RS,0.3201,moderado
201906,2019,6,PassoFundo_RS,Sul,RS,0.3165,moderado
201907,2019,7,PassoFundo_RS,Sul,RS,0.2629,estressado
201908,2019,8,PassoFundo_RS,Sul,RS,0.2501,estressado
201909,2019,9,PassoFundo_RS,Sul,RS,0.273,estressado
201910,2019,10,PassoFundo_RS,Sul,RS,0.3063,moderado
201911,2019,11,PassoFundo_RS,Sul,RS,0.2995,estressado
201912,2019,12,PassoFundo_RS,Sul,RS,0.2742,estressado
202001,2020,1,PassoFundo_RS,Sul,RS,0.2827,estressado
202002,2020,2,PassoFundo_RS,Sul,RS,0.3185,moderado
202003,2020,3,PassoFundo_RS,Sul,RS,0.28,estressado
202004,2020,4,PassoFundo_RS,Sul,RS,0.2802,estressado
202005,2020,5,PassoFundo_RS,Sul,RS,0.2676,estressado
202006,2020,6,PassoFundo_RS,Sul,RS,0.2575,estressado
202007,2020,7,PassoFundo_RS,Sul,RS,0.2861,estressado
202008,2020,8,PassoFundo_RS,Sul,RS,0.2768,estressado
202009,2020,9,PassoFundo_RS,Sul,RS,0.249,estressado
202010,2020,10,PassoFundo_RS,Sul,RS,0.2422,estressado
202011,2020,11,PassoFundo_RS,Sul,RS,0.2611,estressado
202012,2020,12,PassoFundo_RS,Sul,RS,0.2655,estressado
202101,2021,1,PassoFundo_RS,Sul,RS,0.303,moderado
202102,2021,2,PassoFundo_RS,Sul,RS,0.3292,moderado
202103,2021,3,PassoFundo_RS,Sul,RS,0.2751,estressado
202104,2021,4,PassoFundo_RS,Sul,RS,0.2655,estressado
202105,2021,5,PassoFundo_RS,Sul,RS,0.2791,estressado
202106,2021,6,PassoFundo_RS,Sul,RS,0.3134,moderado
202107,2021,7,PassoFundo_RS,Sul,RS,0.3053,moderado
202108,2021,8,PassoFundo_RS,Sul,RS,0.2649,estressado
202109,2021,9,PassoFundo_RS,Sul,RS,0.2804,estressado
202110,2021,10,PassoFundo_RS,Sul,RS,0.2773,estressado
202111,2021,11,PassoFundo_RS,Sul,RS,0.2641,estressado
202112,2021,12,PassoFundo_RS,Sul,RS,0.247,estressado
202201,2022,1,PassoFundo_RS,Sul,RS,0.2404,estressado
202202,2022,2,PassoFundo_RS,Sul,RS,0.2861,estressado
202203,2022,3,PassoFundo_RS,Sul,RS,0.2771,estressado
202204,2022,4,PassoFundo_RS,Sul,RS,0.3055,moderado
202205,2022,5,PassoFundo_RS,Sul,RS,0.3129,moderado
202206,2022,6,PassoFundo_RS,Sul,RS,0.2913,estressado
202207,2022,7,PassoFundo_RS,Sul,RS,0.2824,estressado
202208,2022,8,PassoFundo_RS,Sul,RS,0.296,estressado
202209,2022,9,PassoFundo_RS,Sul,RS,0.2953,estressado
202210,2022,10,PassoFundo_RS,Sul,RS,0.2562,estressado
202211,2022,11,PassoFundo_RS,Sul,RS,0.2838,estressado
202212,2022,12,PassoFundo_RS,Sul,RS,0.271,estressado
202301,2023,1,PassoFundo_RS,Sul,RS,0.2731,estressado
202302,2023,2,PassoFundo_RS,Sul,RS,0.2873,estressado
202303,2023,3,PassoFundo_RS,Sul,RS,0.2961,estressado
202304,2023,4,PassoFundo_RS,Sul,RS,0.2656,estressado
202305,2023,5,PassoFundo_RS,Sul,RS,0.2757,estressado
202306,2023,6,PassoFundo_RS,Sul,RS,0.302,moderado
202307,2023,7,PassoFundo_RS,Sul,RS,0.3315,moderado
202308,2023,8,PassoFundo_RS,Sul,RS,0.2591,estressado
202309,2023,9,PassoFundo_RS,Sul,RS,0.2657,estressado
202310,2023,10,PassoFundo_RS,Sul,RS,0.2468,estressado
202311,2023,11,PassoFundo_RS,Sul,RS,0.2946,estressado
202312,2023,12,PassoFundo_RS,Sul,RS,0.2471,estressado
202401,2024,1,PassoFundo_RS,Sul,RS,0.3136,moderado
202402,2024,2,PassoFundo_RS,Sul,RS,0.3122,moderado
202403,2024,3,PassoFundo_RS,Sul,RS,0.3524,moderado
202404,2024,4,PassoFundo_RS,Sul,RS,0.2666,estressado
202405,2024,5,PassoFundo_RS,Sul,RS,0.2722,estressado
202406,2024,6,PassoFundo_RS,Sul,RS,0.2538,estressado
202407,2024,7,PassoFundo_RS,Sul,RS,0.2552,estressado
202408,2024,8,PassoFundo_RS,Sul,RS,0.2537,estressado
202409,2024,9,PassoFundo_RS,Sul,RS,0.2712,estressado
202410,2024,10,PassoFundo_RS,Sul,RS,0.2455,estressado
202411,2024,11,PassoFundo_RS,Sul,RS,0.2613,estressado
202412,2024,12,PassoFundo_RS,Sul,RS,0.2827,estressado
202501,2025,1,PassoFundo_RS,Sul,RS,0.3427,moderado
202502,2025,2,PassoFundo_RS,Sul,RS,0.2962,estressado
202503,2025,3,PassoFundo_RS,Sul,RS,0.2554,estressado
202504,2025,4,PassoFundo_RS,Sul,RS,0.299,estressado
202505,2025,5,PassoFundo_RS,Sul,RS,0.287,estressado
202506,2025,6,PassoFundo_RS,Sul,RS,0.2766,estressado
202507,2025,7,PassoFundo_RS,Sul,RS,0.2659,estressado
202508,2025,8,PassoFundo_RS,Sul,RS,0.2661,estressado
202509,2025,9,PassoFundo_RS,Sul,RS,0.2727,estressado
202510,2025,10,PassoFundo_RS,Sul,RS,0.2714,estressado
202511,2025,11,PassoFundo_RS,Sul,RS,0.2668,estressado
202512,2025,12,PassoFundo_RS,Sul,RS,0.2766,estressado
201501,2015,1,Petrolina_PE,Nordeste,PE,0.2009,estressado
201502,2015,2,Petrolina_PE,Nordeste,PE,0.2055,estressado
201503,2015,3,Petrolina_PE,Nordeste,PE,0.1948,estressado
201504,2015,4,Petrolina_PE,Nordeste,PE,0.1989,estressado
201505,2015,5,Petrolina_PE,Nordeste,PE,0.1865,estressado
201506,2015,6,Petrolina_PE,Nordeste,PE,0.2027,estressado
201507,2015,7,Petrolina_PE,Nordeste,PE,0.1813,estressado
201508,2015,8,Petrolina_PE,Nordeste,PE,0.1682,estressado
201509,2015,9,Petrolina_PE,Nordeste,PE,0.1674,estressado
201510,2015,10,Petrolina_PE,Nordeste,PE,0.1518,estressado
201511,2015,11,Petrolina_PE,Nordeste,PE,0.1528,estressado
201512,2015,12,Petrolina_PE,Nordeste,PE,0.1722,estressado
201601,2016,1,Petrolina_PE,Nordeste,PE,0.1691,estressado
201602,2016,2,Petrolina_PE,Nordeste,PE,0.2167,estressado
201603,2016,3,Petrolina_PE,Nordeste,PE,0.1869,estressado
201604,2016,4,Petrolina_PE,Nordeste,PE,0.1817,estressado
201605,2016,5,Petrolina_PE,Nordeste,PE,0.1709,estressado
201606,2016,6,Petrolina_PE,Nordeste,PE,0.1638,estressado
201607,2016,7,Petrolina_PE,Nordeste,PE,0.1668,estressado
201608,2016,8,Petrolina_PE,Nordeste,PE,0.1593,estressado
201609,2016,9,Petrolina_PE,Nordeste,PE,0.165,estressado
201610,2016,10,Petrolina_PE,Nordeste,PE,0.1587,estressado
201611,2016,11,Petrolina_PE,Nordeste,PE,0.1551,estressado
201612,2016,12,Petrolina_PE,Nordeste,PE,0.1735,estressado
201701,2017,1,Petrolina_PE,Nordeste,PE,0.1693,estressado
201702,2017,2,Petrolina_PE,Nordeste,PE,0.1502,estressado
201703,2017,3,Petrolina_PE,Nordeste,PE,0.1932,estressado
201704,2017,4,Petrolina_PE,Nordeste,PE,0.1766,estressado
201705,2017,5,Petrolina_PE,Nordeste,PE,0.1614,estressado
201706,2017,6,Petrolina_PE,Nordeste,PE,0.1666,estressado
201707,2017,7,Petrolina_PE,Nordeste,PE,0.1462,estressado
201708,2017,8,Petrolina_PE,Nordeste,PE,0.1461,estressado
201709,2017,9,Petrolina_PE,Nordeste,PE,0.1399,estressado
201710,2017,10,Petrolina_PE,Nordeste,PE,0.1537,estressado
201711,2017,11,Petrolina_PE,Nordeste,PE,0.1548,estressado
201712,2017,12,Petrolina_PE,Nordeste,PE,0.1681,estressado
201801,2018,1,Petrolina_PE,Nordeste,PE,0.1235,estressado
201802,2018,2,Petrolina_PE,Nordeste,PE,0.1235,estressado
201803,2018,3,Petrolina_PE,Nordeste,PE,0.1869,estressado
201804,2018,4,Petrolina_PE,Nordeste,PE,0.2145,estressado
201805,2018,5,Petrolina_PE,Nordeste,PE,0.1778,estressado
201806,2018,6,Petrolina_PE,Nordeste,PE,0.1622,estressado
201807,2018,7,Petrolina_PE,Nordeste,PE,0.1688,estressado
201808,2018,8,Petrolina_PE,Nordeste,PE,0.1566,estressado
201809,2018,9,Petrolina_PE,Nordeste,PE,0.1605,estressado
201810,2018,10,Petrolina_PE,Nordeste,PE,0.1519,estressado
201811,2018,11,Petrolina_PE,Nordeste,PE,0.1482,estressado
201812,2018,12,Petrolina_PE,Nordeste,PE,0.1909,estressado
201901,2019,1,Petrolina_PE,Nordeste,PE,0.1705,estressado
201902,2019,2,Petrolina_PE,Nordeste,PE,0.182,estressado
201903,2019,3,Petrolina_PE,Nordeste,PE,0.1928,estressado
201904,2019,4,Petrolina_PE,Nordeste,PE,0.1931,estressado
201905,2019,5,Petrolina_PE,Nordeste,PE,0.1735,estressado
201906,2019,6,Petrolina_PE,Nordeste,PE,0.17,estressado
201907,2019,7,Petrolina_PE,Nordeste,PE,0.1571,estressado
201908,2019,8,Petrolina_PE,Nordeste,PE,0.1601,estressado
201909,2019,9,Petrolina_PE,Nordeste,PE,0.1616,estressado
201910,2019,10,Petrolina_PE,Nordeste,PE,0.1509,estressado
201911,2019,11,Petrolina_PE,Nordeste,PE,0.161,estressado
201912,2019,12,Petrolina_PE,Nordeste,PE,0.1502,estressado
202001,2020,1,Petrolina_PE,Nordeste,PE,0.1852,estressado
202002,2020,2,Petrolina_PE,Nordeste,PE,0.2006,estressado
202003,2020,3,Petrolina_PE,Nordeste,PE,0.1786,estressado
202004,2020,4,Petrolina_PE,Nordeste,PE,0.2068,estressado
202005,2020,5,Petrolina_PE,Nordeste,PE,0.1979,estressado
202006,2020,6,Petrolina_PE,Nordeste,PE,0.1845,estressado
202007,2020,7,Petrolina_PE,Nordeste,PE,0.1911,estressado
202008,2020,8,Petrolina_PE,Nordeste,PE,0.1693,estressado
202009,2020,9,Petrolina_PE,Nordeste,PE,0.1684,estressado
202010,2020,10,Petrolina_PE,Nordeste,PE,0.1715,estressado
202011,2020,11,Petrolina_PE,Nordeste,PE,0.2087,estressado
202012,2020,12,Petrolina_PE,Nordeste,PE,0.2019,estressado
202101,2021,1,Petrolina_PE,Nordeste,PE,0.2105,estressado
202102,2021,2,Petrolina_PE,Nordeste,PE,0.2016,estressado
202103,2021,3,Petrolina_PE,Nordeste,PE,0.2334,estressado
202104,2021,4,Petrolina_PE,Nordeste,PE,0.2072,estressado
202105,2021,5,Petrolina_PE,Nordeste,PE,0.2032,estressado
202106,2021,6,Petrolina_PE,Nordeste,PE,0.1843,estressado
202107,2021,7,Petrolina_PE,Nordeste,PE,0.1842,estressado
202108,2021,8,Petrolina_PE,Nordeste,PE,0.1712,estressado
202109,2021,9,Petrolina_PE,Nordeste,PE,0.1719,estressado
202110,2021,10,Petrolina_PE,Nordeste,PE,0.1498,estressado
202111,2021,11,Petrolina_PE,Nordeste,PE,0.1936,estressado
202112,2021,12,Petrolina_PE,Nordeste,PE,0.181,estressado
202201,2022,1,Petrolina_PE,Nordeste,PE,0.1842,estressado
202202,2022,2,Petrolina_PE,Nordeste,PE,0.2701,estressado
202203,2022,3,Petrolina_PE,Nordeste,PE,0.2471,estressado
202204,2022,4,Petrolina_PE,Nordeste,PE,0.2563,estressado
202205,2022,5,Petrolina_PE,Nordeste,PE,0.2365,estressado
202206,2022,6,Petrolina_PE,Nordeste,PE,0.1955,estressado
202207,2022,7,Petrolina_PE,Nordeste,PE,0.1954,estressado
202208,2022,8,Petrolina_PE,Nordeste,PE,0.1869,estressado
202209,2022,9,Petrolina_PE,Nordeste,PE,0.1657,estressado
202210,2022,10,Petrolina_PE,Nordeste,PE,0.1663,estressado
202211,2022,11,Petrolina_PE,Nordeste,PE,0.1795,estressado
202212,2022,12,Petrolina_PE,Nordeste,PE,0.2274,estressado
202301,2023,1,Petrolina_PE,Nordeste,PE,0.2516,estressado
202302,2023,2,Petrolina_PE,Nordeste,PE,0.2007,estressado
202303,2023,3,Petrolina_PE,Nordeste,PE,0.2553,estressado
202304,2023,4,Petrolina_PE,Nordeste,PE,0.193,estressado
202305,2023,5,Petrolina_PE,Nordeste,PE,0.2008,estressado
202306,2023,6,Petrolina_PE,Nordeste,PE,0.202,estressado
202307,2023,7,Petrolina_PE,Nordeste,PE,0.1786,estressado
202308,2023,8,Petrolina_PE,Nordeste,PE,0.1865,estressado
202309,2023,9,Petrolina_PE,Nordeste,PE,0.1952,estressado
202310,2023,10,Petrolina_PE,Nordeste,PE,0.17,estressado
202311,2023,11,Petrolina_PE,Nordeste,PE,0.1838,estressado
202312,2023,12,Petrolina_PE,Nordeste,PE,0.2133,estressado
202401,2024,1,Petrolina_PE,Nordeste,PE,0.1929,estressado
202402,2024,2,Petrolina_PE,Nordeste,PE,0.1929,estressado
202403,2024,3,Petrolina_PE,Nordeste,PE,0.2208,estressado
202404,2024,4,Petrolina_PE,Nordeste,PE,0.2094,estressado
202405,2024,5,Petrolina_PE,Nordeste,PE,0.2446,estressado
202406,2024,6,Petrolina_PE,Nordeste,PE,0.1943,estressado
202407,2024,7,Petrolina_PE,Nordeste,PE,0.21,estressado
202408,2024,8,Petrolina_PE,Nordeste,PE,0.2075,estressado
202409,2024,9,Petrolina_PE,Nordeste,PE,0.1694,estressado
202410,2024,10,Petrolina_PE,Nordeste,PE,0.1927,estressado
202411,2024,11,Petrolina_PE,Nordeste,PE,0.1806,estressado
202412,2024,12,Petrolina_PE,Nordeste,PE,0.222,estressado
202501,2025,1,Petrolina_PE,Nordeste,PE,0.2176,estressado
202502,2025,2,Petrolina_PE,Nordeste,PE,0.2458,estressado
202503,2025,3,Petrolina_PE,Nordeste,PE,0.2209,estressado
202504,2025,4,Petrolina_PE,Nordeste,PE,0.19,estressado
202505,2025,5,Petrolina_PE,Nordeste,PE,0.2087,estressado
202506,2025,6,Petrolina_PE,Nordeste,PE,0.2087,estressado
202507,2025,7,Petrolina_PE,Nordeste,PE,0.1706,estressado
202508,2025,8,Petrolina_PE,Nordeste,PE,0.172,estressado
202509,2025,9,Petrolina_PE,Nordeste,PE,0.1571,estressado
202510,2025,10,Petrolina_PE,Nordeste,PE,0.1679,estressado
202511,2025,11,Petrolina_PE,Nordeste,PE,0.1808,estressado
202512,2025,12,Petrolina_PE,Nordeste,PE,0.169,estressado
201501,2015,1,Quixada_CE,Nordeste,CE,0.2579,estressado
201502,2015,2,Quixada_CE,Nordeste,CE,0.3156,moderado
201503,2015,3,Quixada_CE,Nordeste,CE,0.2984,estressado
201504,2015,4,Quixada_CE,Nordeste,CE,0.446,moderado
201505,2015,5,Quixada_CE,Nordeste,CE,0.3291,moderado
201506,2015,6,Quixada_CE,Nordeste,CE,0.3005,moderado
201507,2015,7,Quixada_CE,Nordeste,CE,0.3106,moderado
201508,2015,8,Quixada_CE,Nordeste,CE,0.2702,estressado
201509,2015,9,Quixada_CE,Nordeste,CE,0.2431,estressado
201510,2015,10,Quixada_CE,Nordeste,CE,0.235,estressado
201511,2015,11,Quixada_CE,Nordeste,CE,0.2306,estressado
201512,2015,12,Quixada_CE,Nordeste,CE,0.23,estressado
201601,2016,1,Quixada_CE,Nordeste,CE,0.2785,estressado
201602,2016,2,Quixada_CE,Nordeste,CE,0.4961,moderado
201603,2016,3,Quixada_CE,Nordeste,CE,0.3044,moderado
201604,2016,4,Quixada_CE,Nordeste,CE,0.3657,moderado
201605,2016,5,Quixada_CE,Nordeste,CE,0.2943,estressado
201606,2016,6,Quixada_CE,Nordeste,CE,0.2834,estressado
201607,2016,7,Quixada_CE,Nordeste,CE,0.2555,estressado
201608,2016,8,Quixada_CE,Nordeste,CE,0.2417,estressado
201609,2016,9,Quixada_CE,Nordeste,CE,0.2423,estressado
201610,2016,10,Quixada_CE,Nordeste,CE,0.2228,estressado
201611,2016,11,Quixada_CE,Nordeste,CE,0.2577,estressado
201612,2016,12,Quixada_CE,Nordeste,CE,0.2512,estressado
201701,2017,1,Quixada_CE,Nordeste,CE,0.2014,estressado
201702,2017,2,Quixada_CE,Nordeste,CE,0.3128,moderado
201703,2017,3,Quixada_CE,Nordeste,CE,0.3128,moderado
201704,2017,4,Quixada_CE,Nordeste,CE,0.3334,moderado
201705,2017,5,Quixada_CE,Nordeste,CE,0.3691,moderado
201706,2017,6,Quixada_CE,Nordeste,CE,0.3086,moderado
201707,2017,7,Quixada_CE,Nordeste,CE,0.2958,estressado
201708,2017,8,Quixada_CE,Nordeste,CE,0.3185,moderado
201709,2017,9,Quixada_CE,Nordeste,CE,0.2395,estressado
201710,2017,10,Quixada_CE,Nordeste,CE,0.2313,estressado
201711,2017,11,Quixada_CE,Nordeste,CE,0.299,estressado
201712,2017,12,Quixada_CE,Nordeste,CE,0.2681,estressado
201801,2018,1,Quixada_CE,Nordeste,CE,0.2469,estressado
201802,2018,2,Quixada_CE,Nordeste,CE,0.2554,estressado
201803,2018,3,Quixada_CE,Nordeste,CE,0.3237,moderado
201804,2018,4,Quixada_CE,Nordeste,CE,0.4299,moderado
201805,2018,5,Quixada_CE,Nordeste,CE,0.3994,moderado
201806,2018,6,Quixada_CE,Nordeste,CE,0.308,moderado
201807,2018,7,Quixada_CE,Nordeste,CE,0.2731,estressado
201808,2018,8,Quixada_CE,Nordeste,CE,0.2545,estressado
201809,2018,9,Quixada_CE,Nordeste,CE,0.2694,estressado
201810,2018,10,Quixada_CE,Nordeste,CE,0.2232,estressado
201811,2018,11,Quixada_CE,Nordeste,CE,0.2447,estressado
201812,2018,12,Quixada_CE,Nordeste,CE,0.3046,moderado
201901,2019,1,Quixada_CE,Nordeste,CE,0.3088,moderado
201902,2019,2,Quixada_CE,Nordeste,CE,0.3968,moderado
201903,2019,3,Quixada_CE,Nordeste,CE,0.385,moderado
201904,2019,4,Quixada_CE,Nordeste,CE,0.4706,moderado
201905,2019,5,Quixada_CE,Nordeste,CE,0.4439,moderado
201906,2019,6,Quixada_CE,Nordeste,CE,0.3476,moderado
201907,2019,7,Quixada_CE,Nordeste,CE,0.2683,estressado
201908,2019,8,Quixada_CE,Nordeste,CE,0.2611,estressado
201909,2019,9,Quixada_CE,Nordeste,CE,0.2495,estressado
201910,2019,10,Quixada_CE,Nordeste,CE,0.2606,estressado
201911,2019,11,Quixada_CE,Nordeste,CE,0.2165,estressado
201912,2019,12,Quixada_CE,Nordeste,CE,0.2376,estressado
202001,2020,1,Quixada_CE,Nordeste,CE,0.3294,moderado
202002,2020,2,Quixada_CE,Nordeste,CE,0.3629,moderado
202003,2020,3,Quixada_CE,Nordeste,CE,0.4211,moderado
202004,2020,4,Quixada_CE,Nordeste,CE,0.3322,moderado
202005,2020,5,Quixada_CE,Nordeste,CE,0.3871,moderado
202006,2020,6,Quixada_CE,Nordeste,CE,0.377,moderado
202007,2020,7,Quixada_CE,Nordeste,CE,0.33,moderado
202008,2020,8,Quixada_CE,Nordeste,CE,0.2759,estressado
202009,2020,9,Quixada_CE,Nordeste,CE,0.2701,estressado
202010,2020,10,Quixada_CE,Nordeste,CE,0.2386,estressado
202011,2020,11,Quixada_CE,Nordeste,CE,0.2712,estressado
202012,2020,12,Quixada_CE,Nordeste,CE,0.251,estressado
202101,2021,1,Quixada_CE,Nordeste,CE,0.306,moderado
202102,2021,2,Quixada_CE,Nordeste,CE,0.2392,estressado
202103,2021,3,Quixada_CE,Nordeste,CE,0.46,moderado
202104,2021,4,Quixada_CE,Nordeste,CE,0.51,saudavel
202105,2021,5,Quixada_CE,Nordeste,CE,0.3411,moderado
202106,2021,6,Quixada_CE,Nordeste,CE,0.3007,moderado
202107,2021,7,Quixada_CE,Nordeste,CE,0.2582,estressado
202108,2021,8,Quixada_CE,Nordeste,CE,0.2556,estressado
202109,2021,9,Quixada_CE,Nordeste,CE,0.2564,estressado
202110,2021,10,Quixada_CE,Nordeste,CE,0.2316,estressado
202111,2021,11,Quixada_CE,Nordeste,CE,0.2015,estressado
202112,2021,12,Quixada_CE,Nordeste,CE,0.2356,estressado
202201,2022,1,Quixada_CE,Nordeste,CE,0.3039,moderado
202202,2022,2,Quixada_CE,Nordeste,CE,0.5468,saudavel
202203,2022,3,Quixada_CE,Nordeste,CE,0.3116,moderado
202204,2022,4,Quixada_CE,Nordeste,CE,0.3607,moderado
202205,2022,5,Quixada_CE,Nordeste,CE,0.3374,moderado
202206,2022,6,Quixada_CE,Nordeste,CE,0.3297,moderado
202207,2022,7,Quixada_CE,Nordeste,CE,0.3219,moderado
202208,2022,8,Quixada_CE,Nordeste,CE,0.2607,estressado
202209,2022,9,Quixada_CE,Nordeste,CE,0.2358,estressado
202210,2022,10,Quixada_CE,Nordeste,CE,0.255,estressado
202211,2022,11,Quixada_CE,Nordeste,CE,0.2803,estressado
202212,2022,12,Quixada_CE,Nordeste,CE,0.293,estressado
202301,2023,1,Quixada_CE,Nordeste,CE,0.3787,moderado
202302,2023,2,Quixada_CE,Nordeste,CE,0.314,moderado
202303,2023,3,Quixada_CE,Nordeste,CE,0.6538,saudavel
202304,2023,4,Quixada_CE,Nordeste,CE,0.6538,saudavel
202305,2023,5,Quixada_CE,Nordeste,CE,0.4041,moderado
202306,2023,6,Quixada_CE,Nordeste,CE,0.2967,estressado
202307,2023,7,Quixada_CE,Nordeste,CE,0.2818,estressado
202308,2023,8,Quixada_CE,Nordeste,CE,0.2576,estressado
202309,2023,9,Quixada_CE,Nordeste,CE,0.2387,estressado
202310,2023,10,Quixada_CE,Nordeste,CE,0.2385,estressado
202311,2023,11,Quixada_CE,Nordeste,CE,0.205,estressado
202312,2023,12,Quixada_CE,Nordeste,CE,0.2536,estressado
202401,2024,1,Quixada_CE,Nordeste,CE,0.3067,moderado
202402,2024,2,Quixada_CE,Nordeste,CE,0.3132,moderado
202403,2024,3,Quixada_CE,Nordeste,CE,0.282,estressado
202404,2024,4,Quixada_CE,Nordeste,CE,0.3929,moderado
202405,2024,5,Quixada_CE,Nordeste,CE,0.4556,moderado
202406,2024,6,Quixada_CE,Nordeste,CE,0.3757,moderado
202407,2024,7,Quixada_CE,Nordeste,CE,0.3693,moderado
202408,2024,8,Quixada_CE,Nordeste,CE,0.3044,moderado
202409,2024,9,Quixada_CE,Nordeste,CE,0.248,estressado
202410,2024,10,Quixada_CE,Nordeste,CE,0.2415,estressado
202411,2024,11,Quixada_CE,Nordeste,CE,0.2862,estressado
202412,2024,12,Quixada_CE,Nordeste,CE,0.2566,estressado
202501,2025,1,Quixada_CE,Nordeste,CE,0.2773,estressado
202502,2025,2,Quixada_CE,Nordeste,CE,0.3711,moderado
202503,2025,3,Quixada_CE,Nordeste,CE,0.3283,moderado
202504,2025,4,Quixada_CE,Nordeste,CE,0.3835,moderado
202505,2025,5,Quixada_CE,Nordeste,CE,0.3398,moderado
202506,2025,6,Quixada_CE,Nordeste,CE,0.353,moderado
202507,2025,7,Quixada_CE,Nordeste,CE,0.2848,estressado
202508,2025,8,Quixada_CE,Nordeste,CE,0.245,estressado
202509,2025,9,Quixada_CE,Nordeste,CE,0.2489,estressado
202510,2025,10,Quixada_CE,Nordeste,CE,0.2527,estressado
202511,2025,11,Quixada_CE,Nordeste,CE,0.226,estressado
202512,2025,12,Quixada_CE,Nordeste,CE,0.2384,estressado
201501,2015,1,Vitoria_BA,Nordeste,BA,0.3583,moderado
201502,2015,2,Vitoria_BA,Nordeste,BA,0.3639,moderado
201503,2015,3,Vitoria_BA,Nordeste,BA,0.399,moderado
201504,2015,4,Vitoria_BA,Nordeste,BA,0.3094,moderado
201505,2015,5,Vitoria_BA,Nordeste,BA,0.3228,moderado
201506,2015,6,Vitoria_BA,Nordeste,BA,0.4012,moderado
201507,2015,7,Vitoria_BA,Nordeste,BA,0.2818,estressado
201508,2015,8,Vitoria_BA,Nordeste,BA,0.2832,estressado
201509,2015,9,Vitoria_BA,Nordeste,BA,0.2964,estressado
201510,2015,10,Vitoria_BA,Nordeste,BA,0.269,estressado
201511,2015,11,Vitoria_BA,Nordeste,BA,0.2258,estressado
201512,2015,12,Vitoria_BA,Nordeste,BA,0.2549,estressado
201601,2016,1,Vitoria_BA,Nordeste,BA,0.2571,estressado
201602,2016,2,Vitoria_BA,Nordeste,BA,0.4436,moderado
201603,2016,3,Vitoria_BA,Nordeste,BA,0.3483,moderado
201604,2016,4,Vitoria_BA,Nordeste,BA,0.3344,moderado
201605,2016,5,Vitoria_BA,Nordeste,BA,0.2733,estressado
201606,2016,6,Vitoria_BA,Nordeste,BA,0.2604,estressado
201607,2016,7,Vitoria_BA,Nordeste,BA,0.2367,estressado
201608,2016,8,Vitoria_BA,Nordeste,BA,0.237,estressado
201609,2016,9,Vitoria_BA,Nordeste,BA,0.3015,moderado
201610,2016,10,Vitoria_BA,Nordeste,BA,0.4238,moderado
201611,2016,11,Vitoria_BA,Nordeste,BA,0.3821,moderado
201612,2016,12,Vitoria_BA,Nordeste,BA,0.3576,moderado
201701,2017,1,Vitoria_BA,Nordeste,BA,0.3597,moderado
201702,2017,2,Vitoria_BA,Nordeste,BA,0.4061,moderado
