periodo,ano,mes,id_categoria,categoria,codigo,nome,unidade,valor
199811,1998,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,-0.12
199812,1998,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.33
199901,1999,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.7
199902,1999,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.05
199903,1999,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.1
199904,1999,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.56
199905,1999,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.3
199906,1999,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.19
199907,1999,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.09
199908,1999,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.56
199909,1999,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.31
199910,1999,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.19
199911,1999,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.95
199912,1999,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.6
200001,2000,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.62
200002,2000,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.13
200003,2000,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.22
200004,2000,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.42
200005,2000,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.01
200006,2000,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.23
200007,2000,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.61
200008,2000,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.31
200009,2000,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.23
200010,2000,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.14
200011,2000,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.32
200012,2000,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.59
200101,2001,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.57
200102,2001,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.46
200103,2001,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.38
200104,2001,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.58
200105,2001,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.41
200106,2001,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.52
200107,2001,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.33
200108,2001,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.7
200109,2001,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
200110,2001,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.83
200111,2001,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.71
200112,2001,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.65
200201,2002,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.52
200202,2002,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.36
200203,2002,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.6
200204,2002,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.8
200205,2002,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.21
200206,2002,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.42
200207,2002,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.19
200208,2002,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.65
200209,2002,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.72
200210,2002,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.31
200211,2002,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,3.02
200212,2002,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,2.1
200301,2003,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,2.25
200302,2003,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.57
200303,2003,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.23
200304,2003,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.97
200305,2003,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.61
200306,2003,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,-0.15
200307,2003,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.2
200308,2003,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.34
200309,2003,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.78
200310,2003,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.29
200311,2003,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.34
200312,2003,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.52
200401,2004,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.76
200402,2004,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.61
200403,2004,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.47
200404,2004,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.37
200405,2004,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.51
200406,2004,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.71
200407,2004,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.91
200408,2004,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.69
200409,2004,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.33
200410,2004,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.44
200411,2004,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.69
200412,2004,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.86
200501,2005,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.58
200502,2005,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.59
200503,2005,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.61
200504,2005,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.87
200505,2005,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.49
200506,2005,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,-0.02
200507,2005,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.25
200508,2005,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.17
200509,2005,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.35
200510,2005,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.75
200511,2005,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.55
200512,2005,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.36
200601,2006,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.59
200602,2006,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.41
200603,2006,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.43
200604,2006,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.21
200605,2006,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.1
200606,2006,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,-0.21
200607,2006,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.19
200608,2006,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.05
200609,2006,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.21
200610,2006,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.33
200611,2006,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.31
200612,2006,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.48
200701,2007,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.44
200702,2007,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.44
200703,2007,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.37
200704,2007,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.25
200705,2007,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
200706,2007,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
200707,2007,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.24
200708,2007,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.47
200709,2007,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.18
200710,2007,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.3
200711,2007,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.38
200712,2007,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.74
200801,2008,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.54
200802,2008,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.49
200803,2008,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.48
200804,2008,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.55
200805,2008,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.79
200806,2008,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.74
200807,2008,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.53
200808,2008,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
200809,2008,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.26
200810,2008,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.45
200811,2008,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.36
200812,2008,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
200901,2009,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.48
200902,2009,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.55
200903,2009,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.2
200904,2009,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.48
200905,2009,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.47
200906,2009,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.36
200907,2009,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.24
200908,2009,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.15
200909,2009,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.24
200910,2009,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
200911,2009,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.41
200912,2009,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.37
201001,2010,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.75
201002,2010,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.78
201003,2010,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.52
201004,2010,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.57
201005,2010,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.43
201006,2010,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.0
201007,2010,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.01
201008,2010,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.04
201009,2010,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.45
201010,2010,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.75
201011,2010,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.83
201012,2010,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.63
201101,2011,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.83
201102,2011,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.8
201103,2011,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.79
201104,2011,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.77
201105,2011,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.47
201106,2011,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.15
201107,2011,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.16
201108,2011,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.37
201109,2011,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.53
201110,2011,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.43
201111,2011,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.52
201112,2011,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.5
201201,2012,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.56
201202,2012,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.45
201203,2012,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.21
201204,2012,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.64
201205,2012,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.36
201206,2012,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.08
201207,2012,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.43
201208,2012,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.41
201209,2012,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.57
201210,2012,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.59
201211,2012,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.6
201212,2012,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.79
201301,2013,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.86
201302,2013,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.6
201303,2013,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.47
201304,2013,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.55
201305,2013,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.37
201306,2013,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.26
201307,2013,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.03
201308,2013,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.24
201309,2013,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.35
201310,2013,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.57
201311,2013,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.54
201312,2013,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.92
201401,2014,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.55
201402,2014,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.69
201403,2014,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.92
201404,2014,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.67
201405,2014,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.46
201406,2014,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.4
201407,2014,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.01
201408,2014,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.25
201409,2014,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.57
201410,2014,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.42
201411,2014,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.51
201412,2014,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.78
201501,2015,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.24
201502,2015,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.22
201503,2015,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.32
201504,2015,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.71
201505,2015,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.74
201506,2015,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.79
201507,2015,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.62
201508,2015,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.22
201509,2015,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.54
201510,2015,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.82
201511,2015,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.01
201512,2015,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.96
201601,2016,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.27
201602,2016,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.9
201603,2016,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.43
201604,2016,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.61
201605,2016,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.78
201606,2016,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.35
201607,2016,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.52
201608,2016,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.44
201609,2016,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.08
201610,2016,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.26
201611,2016,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.18
201612,2016,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.3
201701,2017,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.38
201702,2017,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.33
201703,2017,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.25
201704,2017,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.14
201705,2017,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.31
201706,2017,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,-0.23
201707,2017,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.24
201708,2017,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.19
201709,2017,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.16
201710,2017,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.42
201711,2017,11,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.28
201712,2017,12,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.44
201801,2018,1,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.29
201802,2018,2,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.32
201803,2018,3,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.09
201804,2018,4,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.22
201805,2018,5,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.4
201806,2018,6,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,1.26
201807,2018,7,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.33
201808,2018,8,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,-0.09
201809,2018,9,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.48
201810,2018,10,ipca_geral,Índice Geral,PRECOS12_IPCAG12,IPCA - Variação mensal - Geral,%,0.45
