periodo,ano,mes,estado,cidade,precipitacao_total_mm,precip_max_dia_mm,dias_com_chuva,dias_extremo_leve,dias_extremo_moderado,dias_extremo_severo,dias_consecutivos_max,indice_enchente,risco_enchente
201604,2016,4,RS,Porto Alegre,124.2,30.3,11,1,0,0,6,20.0,CRITICO
201604,2016,4,RS,Santa Maria,198.9,51.2,13,1,1,0,6,30.0,CRITICO
201605,2016,5,RS,Caxias do Sul,68.5,19.4,11,0,0,0,4,10.0,ALTO
201605,2016,5,RS,Lajeado,59.8,21.1,10,0,0,0,4,10.0,ALTO
201605,2016,5,RS,Porto Alegre,66.6,24.2,8,0,0,0,4,10.0,ALTO
201605,2016,5,RS,Santa Maria,66.3,32.2,7,1,0,0,2,10.0,ALTO
201606,2016,6,RS,Caxias do Sul,12.8,6.9,2,0,0,0,1,2.5,BAIXO
201606,2016,6,RS,Lajeado,3.2,1.9,2,0,0,0,1,2.5,BAIXO
201606,2016,6,RS,Porto Alegre,2.0,1.2,1,0,0,0,1,2.5,BAIXO
201606,2016,6,RS,Santa Maria,9.9,5.0,3,0,0,0,2,5.0,MODERADO
201607,2016,7,RS,Caxias do Sul,86.0,40.8,7,1,0,0,3,12.5,ALTO
201607,2016,7,RS,Lajeado,86.1,45.9,8,1,0,0,3,12.5,ALTO
201607,2016,7,RS,Porto Alegre,62.1,32.0,6,1,0,0,2,10.0,ALTO
201607,2016,7,RS,Santa Maria,86.0,29.5,8,0,0,0,3,7.5,MODERADO
201608,2016,8,RS,Caxias do Sul,133.9,27.6,11,0,0,0,3,7.5,MODERADO
201608,2016,8,RS,Lajeado,122.6,34.8,12,1,0,0,4,15.0,ALTO
201608,2016,8,RS,Porto Alegre,125.7,27.6,13,0,0,0,4,10.0,ALTO
201608,2016,8,RS,Santa Maria,128.5,46.2,8,1,0,0,4,15.0,ALTO
201609,2016,9,RS,Caxias do Sul,88.9,23.2,8,0,0,0,4,10.0,ALTO
201609,2016,9,RS,Lajeado,88.9,31.6,6,1,0,0,5,17.5,ALTO
201609,2016,9,RS,Porto Alegre,67.5,15.8,5,0,0,0,4,10.0,ALTO
201609,2016,9,RS,Santa Maria,56.2,21.0,5,0,0,0,4,10.0,ALTO
201610,2016,10,RS,Caxias do Sul,198.3,31.7,17,1,0,0,6,20.0,CRITICO
201610,2016,10,RS,Lajeado,203.2,32.7,15,2,0,0,5,22.5,CRITICO
201610,2016,10,RS,Porto Alegre,164.1,34.1,11,3,0,0,3,22.5,CRITICO
201610,2016,10,RS,Santa Maria,254.4,53.2,14,4,1,0,5,42.5,CRITICO
201611,2016,11,RS,Caxias do Sul,87.7,26.7,10,0,0,0,4,10.0,ALTO
201611,2016,11,RS,Lajeado,88.0,21.7,10,0,0,0,2,5.0,MODERADO
201611,2016,11,RS,Porto Alegre,98.0,24.8,10,0,0,0,3,7.5,MODERADO
201611,2016,11,RS,Santa Maria,161.0,46.7,10,2,0,0,3,17.5,ALTO
201612,2016,12,RS,Caxias do Sul,207.7,23.0,19,0,0,0,5,12.5,ALTO
201612,2016,12,RS,Lajeado,172.8,24.3,20,0,0,0,9,22.5,CRITICO
201612,2016,12,RS,Porto Alegre,116.6,26.1,16,0,0,0,5,12.5,ALTO
201612,2016,12,RS,Santa Maria,163.4,37.2,14,1,0,0,9,27.5,CRITICO
201701,2017,1,RS,Caxias do Sul,149.4,20.7,20,0,0,0,6,15.0,ALTO
201701,2017,1,RS,Lajeado,160.2,33.0,17,1,0,0,6,20.0,CRITICO
201701,2017,1,RS,Porto Alegre,108.5,27.6,11,0,0,0,5,12.5,ALTO
201701,2017,1,RS,Santa Maria,188.9,29.5,20,0,0,0,5,12.5,ALTO
201702,2017,2,RS,Caxias do Sul,187.0,51.1,18,1,1,0,7,32.5,CRITICO
201702,2017,2,RS,Lajeado,135.7,24.3,17,0,0,0,5,12.5,ALTO
201702,2017,2,RS,Porto Alegre,166.3,59.2,14,2,1,0,9,42.5,CRITICO
201702,2017,2,RS,Santa Maria,79.4,10.9,15,0,0,0,4,10.0,ALTO
201703,2017,3,RS,Caxias do Sul,160.8,26.5,17,0,0,0,8,20.0,CRITICO
201703,2017,3,RS,Lajeado,105.2,22.8,10,0,0,0,5,12.5,ALTO
201703,2017,3,RS,Porto Alegre,107.1,22.4,10,0,0,0,4,10.0,ALTO
201703,2017,3,RS,Santa Maria,164.1,43.0,11,2,0,0,5,22.5,CRITICO
201704,2017,4,RS,Caxias do Sul,183.5,61.4,13,1,1,0,4,25.0,CRITICO
201704,2017,4,RS,Lajeado,176.1,70.3,12,2,1,0,4,30.0,CRITICO
201704,2017,4,RS,Porto Alegre,114.5,49.8,11,1,0,0,3,12.5,ALTO
201704,2017,4,RS,Santa Maria,150.2,50.4,11,2,1,0,3,27.5,CRITICO
201705,2017,5,RS,Caxias do Sul,308.3,55.4,18,3,2,0,9,57.5,CRITICO
201705,2017,5,RS,Lajeado,348.2,66.5,18,3,2,0,9,57.5,CRITICO
201705,2017,5,RS,Porto Alegre,231.8,51.9,16,3,1,0,9,47.5,CRITICO
201705,2017,5,RS,Santa Maria,319.1,90.0,16,2,1,1,6,55.0,CRITICO
201706,2017,6,RS,Caxias do Sul,143.9,45.9,10,2,0,0,6,25.0,CRITICO
201706,2017,6,RS,Lajeado,179.6,71.0,9,2,1,0,6,35.0,CRITICO
201706,2017,6,RS,Porto Alegre,202.8,78.5,9,3,2,0,6,50.0,CRITICO
201706,2017,6,RS,Santa Maria,76.9,24.2,8,0,0,0,2,5.0,MODERADO
201707,2017,7,RS,Caxias do Sul,20.4,14.0,2,0,0,0,2,5.0,MODERADO
201707,2017,7,RS,Lajeado,18.9,10.2,2,0,0,0,2,5.0,MODERADO
201707,2017,7,RS,Porto Alegre,29.6,11.3,4,0,0,0,2,5.0,MODERADO
201707,2017,7,RS,Santa Maria,21.9,9.9,3,0,0,0,1,2.5,BAIXO
201708,2017,8,RS,Caxias do Sul,99.1,22.9,11,0,0,0,3,7.5,MODERADO
201708,2017,8,RS,Lajeado,114.0,24.2,11,0,0,0,4,10.0,ALTO
201708,2017,8,RS,Porto Alegre,96.5,36.3,11,1,0,0,4,15.0,ALTO
201708,2017,8,RS,Santa Maria,203.6,78.1,12,2,1,0,4,30.0,CRITICO
201709,2017,9,RS,Caxias do Sul,148.0,40.6,12,2,0,0,4,20.0,CRITICO
201709,2017,9,RS,Lajeado,207.8,48.0,13,2,0,0,4,20.0,CRITICO
201709,2017,9,RS,Porto Alegre,176.6,45.5,13,2,0,0,4,20.0,CRITICO
201709,2017,9,RS,Santa Maria,106.1,29.5,12,0,0,0,3,7.5,MODERADO
201710,2017,10,RS,Caxias do Sul,200.4,32.5,15,1,0,0,7,22.5,CRITICO
201710,2017,10,RS,Lajeado,225.3,35.1,15,1,0,0,7,22.5,CRITICO
201710,2017,10,RS,Porto Alegre,241.7,55.8,15,3,2,0,5,47.5,CRITICO
201710,2017,10,RS,Santa Maria,226.8,50.2,15,2,1,0,6,35.0,CRITICO
201711,2017,11,RS,Caxias do Sul,176.0,57.4,14,1,1,0,3,22.5,CRITICO
201711,2017,11,RS,Lajeado,126.9,57.9,11,1,1,0,3,22.5,CRITICO
201711,2017,11,RS,Porto Alegre,129.7,45.4,10,1,0,0,3,12.5,ALTO
201711,2017,11,RS,Santa Maria,71.9,26.3,7,0,0,0,2,5.0,MODERADO
201712,2017,12,RS,Caxias do Sul,121.9,25.8,16,0,0,0,6,15.0,ALTO
201712,2017,12,RS,Lajeado,146.7,38.3,15,1,0,0,3,12.5,ALTO
201712,2017,12,RS,Porto Alegre,77.6,30.4,7,1,0,0,2,10.0,ALTO
201712,2017,12,RS,Santa Maria,96.0,42.1,8,1,0,0,3,12.5,ALTO
201801,2018,1,RS,Caxias do Sul,131.9,15.1,18,0,0,0,9,22.5,CRITICO
201801,2018,1,RS,Lajeado,136.1,24.9,17,0,0,0,6,15.0,ALTO
201801,2018,1,RS,Porto Alegre,116.7,20.1,17,0,0,0,4,10.0,ALTO
201801,2018,1,RS,Santa Maria,156.4,40.2,14,1,0,0,5,17.5,ALTO
201802,2018,2,RS,Caxias do Sul,103.5,30.5,11,1,0,0,4,15.0,ALTO
201802,2018,2,RS,Lajeado,91.5,36.0,9,1,0,0,4,15.0,ALTO
201802,2018,2,RS,Porto Alegre,67.1,25.2,9,0,0,0,5,12.5,ALTO
201802,2018,2,RS,Santa Maria,67.1,15.9,8,0,0,0,3,7.5,MODERADO
201803,2018,3,RS,Caxias do Sul,145.0,20.9,22,0,0,0,9,22.5,CRITICO
201803,2018,3,RS,Lajeado,153.1,41.1,15,1,0,0,3,12.5,ALTO
201803,2018,3,RS,Porto Alegre,164.8,40.2,14,1,0,0,4,15.0,ALTO
201803,2018,3,RS,Santa Maria,143.1,26.4,13,0,0,0,4,10.0,ALTO
201804,2018,4,RS,Caxias do Sul,59.8,11.0,12,0,0,0,5,12.5,ALTO
201804,2018,4,RS,Lajeado,81.1,14.7,11,0,0,0,4,10.0,ALTO
201804,2018,4,RS,Porto Alegre,58.0,15.0,9,0,0,0,4,10.0,ALTO
201804,2018,4,RS,Santa Maria,78.0,19.4,13,0,0,0,4,10.0,ALTO
201805,2018,5,RS,Caxias do Sul,87.9,29.3,9,0,0,0,3,7.5,MODERADO
201805,2018,5,RS,Lajeado,86.7,35.3,9,1,0,0,2,10.0,ALTO
201805,2018,5,RS,Porto Alegre,76.2,33.2,7,1,0,0,2,10.0,ALTO
201805,2018,5,RS,Santa Maria,82.8,23.9,6,0,0,0,2,5.0,MODERADO
201806,2018,6,RS,Caxias do Sul,158.6,42.3,12,2,0,0,3,17.5,ALTO
201806,2018,6,RS,Lajeado,134.6,30.4,12,1,0,0,3,12.5,ALTO
201806,2018,6,RS,Porto Alegre,133.4,28.4,14,0,0,0,3,7.5,MODERADO
201806,2018,6,RS,Santa Maria,165.2,59.3,10,2,1,0,3,27.5,CRITICO
201807,2018,7,RS,Caxias do Sul,187.7,24.7,19,0,0,0,9,22.5,CRITICO
201807,2018,7,RS,Lajeado,198.4,32.6,15,1,0,0,6,20.0,CRITICO
201807,2018,7,RS,Porto Alegre,195.7,30.8,17,1,0,0,4,15.0,ALTO
201807,2018,7,RS,Santa Maria,176.3,41.2,15,1,0,0,6,20.0,CRITICO
201808,2018,8,RS,Caxias do Sul,115.7,23.0,12,0,0,0,4,10.0,ALTO
201808,2018,8,RS,Lajeado,142.5,55.4,10,1,1,0,4,25.0,CRITICO
201808,2018,8,RS,Porto Alegre,149.8,66.0,9,1,1,0,4,25.0,CRITICO
201808,2018,8,RS,Santa Maria,111.4,58.6,9,1,1,0,2,20.0,CRITICO
201809,2018,9,RS,Caxias do Sul,208.9,34.8,15,1,0,0,5,17.5,ALTO
201809,2018,9,RS,Lajeado,203.9,30.4,14,1,0,0,4,15.0,ALTO
201809,2018,9,RS,Porto Alegre,177.5,45.3,14,1,0,0,4,15.0,ALTO
201809,2018,9,RS,Santa Maria,239.0,37.3,15,1,0,0,3,12.5,ALTO
201810,2018,10,RS,Caxias do Sul,114.6,29.4,15,0,0,0,3,7.5,MODERADO
201810,2018,10,RS,Lajeado,102.0,23.3,14,0,0,0,3,7.5,MODERADO
201810,2018,10,RS,Porto Alegre,78.3,23.6,11,0,0,0,3,7.5,MODERADO
201810,2018,10,RS,Santa Maria,84.5,28.4,13,0,0,0,3,7.5,MODERADO
201811,2018,11,RS,Caxias do Sul,165.8,41.0,11,1,0,0,4,15.0,ALTO
201811,2018,11,RS,Lajeado,191.6,49.8,12,2,0,0,4,20.0,CRITICO
201811,2018,11,RS,Porto Alegre,136.6,44.2,11,1,0,0,3,12.5,ALTO
201811,2018,11,RS,Santa Maria,235.1,73.2,12,3,1,0,4,35.0,CRITICO
201812,2018,12,RS,Caxias do Sul,122.4,22.9,15,0,0,0,7,17.5,ALTO
201812,2018,12,RS,Lajeado,119.5,26.8,16,0,0,0,4,10.0,ALTO
201812,2018,12,RS,Porto Alegre,58.8,13.9,8,0,0,0,5,12.5,ALTO
201812,2018,12,RS,Santa Maria,103.2,25.7,13,0,0,0,5,12.5,ALTO
201901,2019,1,RS,Caxias do Sul,185.5,49.1,19,1,0,0,12,35.0,CRITICO
201901,2019,1,RS,Lajeado,185.6,47.2,18,1,0,0,13,37.5,CRITICO
201901,2019,1,RS,Porto Alegre,116.4,21.5,17,0,0,0,8,20.0,CRITICO
201901,2019,1,RS,Santa Maria,136.6,35.7,16,1,0,0,8,25.0,CRITICO
201902,2019,2,RS,Caxias do Sul,164.5,41.5,15,1,0,0,3,12.5,ALTO
201902,2019,2,RS,Lajeado,185.4,52.3,13,1,1,0,3,22.5,CRITICO
201902,2019,2,RS,Porto Alegre,98.7,25.6,12,0,0,0,3,7.5,MODERADO
201902,2019,2,RS,Santa Maria,96.0,23.8,11,0,0,0,3,7.5,MODERADO
201903,2019,3,RS,Caxias do Sul,168.8,36.3,17,1,0,0,9,27.5,CRITICO
201903,2019,3,RS,Lajeado,152.4,40.8,16,1,0,0,6,20.0,CRITICO
201903,2019,3,RS,Porto Alegre,102.7,38.7,11,1,0,0,4,15.0,ALTO
201903,2019,3,RS,Santa Maria,203.3,47.5,11,3,0,0,4,25.0,CRITICO
201904,2019,4,RS,Caxias do Sul,142.4,21.9,17,0,0,0,5,12.5,ALTO
201904,2019,4,RS,Lajeado,135.9,23.9,14,0,0,0,5,12.5,ALTO
201904,2019,4,RS,Porto Alegre,142.6,26.5,12,0,0,0,4,10.0,ALTO
201904,2019,4,RS,Santa Maria,165.1,52.5,15,1,1,0,5,27.5,CRITICO
201905,2019,5,RS,Caxias do Sul,212.3,40.1,17,3,0,0,5,27.5,CRITICO
201905,2019,5,RS,Lajeado,216.8,39.9,20,2,0,0,4,20.0,CRITICO
201905,2019,5,RS,Porto Alegre,194.2,31.6,17,1,0,0,4,15.0,ALTO
201905,2019,5,RS,Santa Maria,277.2,41.0,18,5,0,0,4,35.0,CRITICO
201906,2019,6,RS,Caxias do Sul,52.0,24.9,7,0,0,0,2,5.0,MODERADO
201906,2019,6,RS,Lajeado,69.7,23.2,9,0,0,0,2,5.0,MODERADO
201906,2019,6,RS,Porto Alegre,51.9,21.5,7,0,0,0,2,5.0,MODERADO
201906,2019,6,RS,Santa Maria,59.3,18.3,8,0,0,0,3,7.5,MODERADO
201907,2019,7,RS,Caxias do Sul,54.2,11.8,9,0,0,0,3,7.5,MODERADO
201907,2019,7,RS,Lajeado,89.6,29.6,9,0,0,0,5,12.5,ALTO
201907,2019,7,RS,Porto Alegre,107.8,43.4,10,2,0,0,5,22.5,CRITICO
201907,2019,7,RS,Santa Maria,171.7,49.2,9,2,0,0,5,22.5,CRITICO
201908,2019,8,RS,Caxias do Sul,80.9,36.5,8,1,0,0,2,10.0,ALTO
201908,2019,8,RS,Lajeado,89.5,30.2,8,1,0,0,2,10.0,ALTO
201908,2019,8,RS,Porto Alegre,59.6,17.7,7,0,0,0,2,5.0,MODERADO
201908,2019,8,RS,Santa Maria,103.4,35.1,10,1,0,0,3,12.5,ALTO
201909,2019,9,RS,Caxias do Sul,81.4,32.9,7,1,0,0,3,12.5,ALTO
201909,2019,9,RS,Lajeado,104.4,40.8,9,1,0,0,4,15.0,ALTO
201909,2019,9,RS,Porto Alegre,86.9,38.4,8,1,0,0,4,15.0,ALTO
201909,2019,9,RS,Santa Maria,96.9,30.5,9,1,0,0,3,12.5,ALTO
201910,2019,10,RS,Caxias do Sul,190.3,29.5,17,0,0,0,6,15.0,ALTO
201910,2019,10,RS,Lajeado,214.7,35.8,16,2,0,0,5,22.5,CRITICO
201910,2019,10,RS,Porto Alegre,247.0,40.1,16,3,0,0,6,30.0,CRITICO
201910,2019,10,RS,Santa Maria,300.5,52.6,16,3,1,0,5,37.5,CRITICO
201911,2019,11,RS,Caxias do Sul,135.6,36.5,13,1,0,0,4,15.0,ALTO
201911,2019,11,RS,Lajeado,210.4,56.4,14,2,1,0,4,30.0,CRITICO
201911,2019,11,RS,Porto Alegre,134.5,32.2,12,1,0,0,2,10.0,ALTO
201911,2019,11,RS,Santa Maria,186.5,49.1,12,2,0,0,4,20.0,CRITICO
201912,2019,12,RS,Caxias do Sul,78.7,19.9,12,0,0,0,4,10.0,ALTO
201912,2019,12,RS,Lajeado,50.2,13.8,7,0,0,0,3,7.5,MODERADO
201912,2019,12,RS,Porto Alegre,27.4,6.6,6,0,0,0,2,5.0,MODERADO
201912,2019,12,RS,Santa Maria,38.2,9.3,7,0,0,0,2,5.0,MODERADO
202001,2020,1,RS,Caxias do Sul,164.8,21.3,20,0,0,0,5,12.5,ALTO
202001,2020,1,RS,Lajeado,157.5,55.4,13,1,1,0,4,25.0,CRITICO
202001,2020,1,RS,Porto Alegre,130.2,25.0,11,0,0,0,2,5.0,MODERADO
202001,2020,1,RS,Santa Maria,132.4,25.4,12,0,0,0,3,7.5,MODERADO
202002,2020,2,RS,Caxias do Sul,95.6,16.1,13,0,0,0,4,10.0,ALTO
202002,2020,2,RS,Lajeado,71.7,21.1,11,0,0,0,4,10.0,ALTO
202002,2020,2,RS,Porto Alegre,61.9,13.3,11,0,0,0,4,10.0,ALTO
202002,2020,2,RS,Santa Maria,63.7,31.7,8,1,0,0,5,17.5,ALTO
202003,2020,3,RS,Caxias do Sul,37.6,11.7,7,0,0,0,4,10.0,ALTO
202003,2020,3,RS,Lajeado,20.1,7.6,4,0,0,0,2,5.0,MODERADO
202003,2020,3,RS,Porto Alegre,36.0,17.0,3,0,0,0,1,2.5,BAIXO
202003,2020,3,RS,Santa Maria,17.5,6.9,4,0,0,0,2,5.0,MODERADO
202004,2020,4,RS,Caxias do Sul,78.1,22.3,9,0,0,0,2,5.0,MODERADO
202004,2020,4,RS,Lajeado,88.8,26.5,6,0,0,0,2,5.0,MODERADO
202004,2020,4,RS,Porto Alegre,37.5,12.5,6,0,0,0,1,2.5,BAIXO
202004,2020,4,RS,Santa Maria,37.9,16.6,5,0,0,0,2,5.0,MODERADO
202005,2020,5,RS,Caxias do Sul,96.4,32.4,9,1,0,0,4,15.0,ALTO
202005,2020,5,RS,Lajeado,179.0,56.5,9,3,1,0,3,32.5,CRITICO
202005,2020,5,RS,Porto Alegre,169.3,43.3,8,3,0,0,3,22.5,CRITICO
202005,2020,5,RS,Santa Maria,121.8,30.0,8,0,0,0,3,7.5,MODERADO
202006,2020,6,RS,Caxias do Sul,219.5,59.2,12,2,2,0,3,37.5,CRITICO
202006,2020,6,RS,Lajeado,198.2,59.6,9,2,1,0,2,25.0,CRITICO
202006,2020,6,RS,Porto Alegre,197.9,80.7,10,2,1,1,3,47.5,CRITICO
202006,2020,6,RS,Santa Maria,195.8,52.8,12,3,1,0,5,37.5,CRITICO
202007,2020,7,RS,Caxias do Sul,290.7,91.9,11,3,1,1,4,55.0,CRITICO
202007,2020,7,RS,Lajeado,288.2,107.1,10,2,1,1,4,50.0,CRITICO
202007,2020,7,RS,Porto Alegre,227.3,79.3,10,3,1,0,2,30.0,CRITICO
202007,2020,7,RS,Santa Maria,136.1,29.0,11,0,0,0,2,5.0,MODERADO
202008,2020,8,RS,Caxias do Sul,110.9,46.3,9,1,0,0,5,17.5,ALTO
202008,2020,8,RS,Lajeado,84.2,30.1,10,1,0,0,4,15.0,ALTO
202008,2020,8,RS,Porto Alegre,73.1,18.9,10,0,0,0,4,10.0,ALTO
202008,2020,8,RS,Santa Maria,54.7,15.1,8,0,0,0,4,10.0,ALTO
202009,2020,9,RS,Caxias do Sul,197.3,27.8,17,0,0,0,8,20.0,CRITICO
202009,2020,9,RS,Lajeado,262.9,41.5,16,4,0,0,6,35.0,CRITICO
202009,2020,9,RS,Porto Alegre,194.4,34.8,15,1,0,0,8,25.0,CRITICO
202009,2020,9,RS,Santa Maria,187.7,30.5,14,1,0,0,5,17.5,ALTO
202010,2020,10,RS,Caxias do Sul,71.7,30.0,6,0,0,0,3,7.5,MODERADO
202010,2020,10,RS,Lajeado,77.8,26.2,8,0,0,0,4,10.0,ALTO
202010,2020,10,RS,Porto Alegre,112.2,24.2,11,0,0,0,4,10.0,ALTO
202010,2020,10,RS,Santa Maria,69.6,42.0,4,1,0,0,2,10.0,ALTO
202011,2020,11,RS,Caxias do Sul,108.3,22.0,15,0,0,0,5,12.5,ALTO
202011,2020,11,RS,Lajeado,92.6,29.3,9,0,0,0,5,12.5,ALTO
202011,2020,11,RS,Porto Alegre,113.1,27.5,12,0,0,0,5,12.5,ALTO
202011,2020,11,RS,Santa Maria,57.4,14.1,10,0,0,0,5,12.5,ALTO
202012,2020,12,RS,Caxias do Sul,117.7,18.5,19,0,0,0,5,12.5,ALTO
202012,2020,12,RS,Lajeado,92.0,19.0,15,0,0,0,4,10.0,ALTO
202012,2020,12,RS,Porto Alegre,96.9,19.1,12,0,0,0,3,7.5,MODERADO
202012,2020,12,RS,Santa Maria,85.6,27.6,9,0,0,0,2,5.0,MODERADO
202101,2021,1,RS,Caxias do Sul,194.9,35.8,20,2,0,0,9,32.5,CRITICO
202101,2021,1,RS,Lajeado,139.4,40.4,19,1,0,0,8,25.0,CRITICO
202101,2021,1,RS,Porto Alegre,111.4,31.7,13,1,0,0,6,20.0,CRITICO
202101,2021,1,RS,Santa Maria,163.3,33.5,14,2,0,0,6,25.0,CRITICO
202102,2021,2,RS,Caxias do Sul,112.3,40.8,15,1,0,0,6,20.0,CRITICO
202102,2021,2,RS,Lajeado,70.6,17.5,10,0,0,0,3,7.5,MODERADO
202102,2021,2,RS,Porto Alegre,47.1,9.3,10,0,0,0,4,10.0,ALTO
202102,2021,2,RS,Santa Maria,102.7,27.2,14,0,0,0,8,20.0,CRITICO
202103,2021,3,RS,Caxias do Sul,147.2,23.9,20,0,0,0,6,15.0,ALTO
202103,2021,3,RS,Lajeado,188.3,63.7,17,1,1,0,6,30.0,CRITICO
202103,2021,3,RS,Porto Alegre,146.1,23.3,17,0,0,0,6,15.0,ALTO
202103,2021,3,RS,Santa Maria,128.7,38.6,12,2,0,0,2,15.0,ALTO
202104,2021,4,RS,Caxias do Sul,26.0,6.9,6,0,0,0,3,7.5,MODERADO
202104,2021,4,RS,Lajeado,41.7,15.3,6,0,0,0,3,7.5,MODERADO
202104,2021,4,RS,Porto Alegre,26.4,10.6,6,0,0,0,3,7.5,MODERADO
202104,2021,4,RS,Santa Maria,31.9,10.2,5,0,0,0,2,5.0,MODERADO
202105,2021,5,RS,Caxias do Sul,160.1,35.3,9,2,0,0,3,17.5,ALTO
202105,2021,5,RS,Lajeado,161.6,43.7,9,2,0,0,3,17.5,ALTO
202105,2021,5,RS,Porto Alegre,158.5,54.8,10,2,1,0,3,27.5,CRITICO
202105,2021,5,RS,Santa Maria,159.2,54.5,6,2,1,0,2,25.0,CRITICO
202106,2021,6,RS,Caxias do Sul,158.8,38.6,13,2,0,0,3,17.5,ALTO
202106,2021,6,RS,Lajeado,127.9,29.5,12,0,0,0,3,7.5,MODERADO
202106,2021,6,RS,Porto Alegre,149.3,44.5,10,1,0,0,3,12.5,ALTO
202106,2021,6,RS,Santa Maria,145.5,57.1,11,2,1,0,3,27.5,CRITICO
202107,2021,7,RS,Caxias do Sul,31.0,16.1,4,0,0,0,3,7.5,MODERADO
202107,2021,7,RS,Lajeado,43.2,17.7,3,0,0,0,2,5.0,MODERADO
202107,2021,7,RS,Porto Alegre,47.4,22.6,3,0,0,0,2,5.0,MODERADO
202107,2021,7,RS,Santa Maria,26.1,15.8,3,0,0,0,2,5.0,MODERADO
202108,2021,8,RS,Caxias do Sul,93.9,32.6,9,1,0,0,3,12.5,ALTO
202108,2021,8,RS,Lajeado,94.7,43.4,8,1,0,0,4,15.0,ALTO
202108,2021,8,RS,Porto Alegre,114.7,54.9,8,1,1,0,4,25.0,CRITICO
202108,2021,8,RS,Santa Maria,108.4,46.6,8,1,0,0,4,15.0,ALTO
202109,2021,9,RS,Caxias do Sul,178.7,30.2,16,1,0,0,3,12.5,ALTO
202109,2021,9,RS,Lajeado,207.8,41.8,16,2,0,0,5,22.5,CRITICO
202109,2021,9,RS,Porto Alegre,191.4,48.8,13,2,0,0,3,17.5,ALTO
202109,2021,9,RS,Santa Maria,188.6,47.0,12,2,0,0,2,15.0,ALTO
202110,2021,10,RS,Caxias do Sul,116.3,15.1,18,0,0,0,5,12.5,ALTO
202110,2021,10,RS,Lajeado,115.1,25.8,12,0,0,0,3,7.5,MODERADO
202110,2021,10,RS,Porto Alegre,57.7,18.0,9,0,0,0,2,5.0,MODERADO
202110,2021,10,RS,Santa Maria,116.3,40.8,12,1,0,0,4,15.0,ALTO
202111,2021,11,RS,Caxias do Sul,95.5,20.1,9,0,0,0,4,10.0,ALTO
202111,2021,11,RS,Lajeado,109.3,42.0,8,1,0,0,3,12.5,ALTO
202111,2021,11,RS,Porto Alegre,73.0,22.4,10,0,0,0,5,12.5,ALTO
202111,2021,11,RS,Santa Maria,77.6,23.5,8,0,0,0,2,5.0,MODERADO
202112,2021,12,RS,Caxias do Sul,96.5,38.7,10,1,0,0,4,15.0,ALTO
202112,2021,12,RS,Lajeado,34.6,15.7,8,0,0,0,4,10.0,ALTO
202112,2021,12,RS,Porto Alegre,79.2,57.4,5,1,1,0,2,20.0,CRITICO
202112,2021,12,RS,Santa Maria,31.4,14.3,6,0,0,0,2,5.0,MODERADO
202201,2022,1,RS,Caxias do Sul,130.3,32.8,17,1,0,0,6,20.0,CRITICO
202201,2022,1,RS,Lajeado,139.6,35.1,14,1,0,0,4,15.0,ALTO
202201,2022,1,RS,Porto Alegre,87.5,23.4,10,0,0,0,4,10.0,ALTO
202201,2022,1,RS,Santa Maria,111.9,25.8,12,0,0,0,5,12.5,ALTO
202202,2022,2,RS,Caxias do Sul,92.7,20.2,13,0,0,0,3,7.5,MODERADO
202202,2022,2,RS,Lajeado,79.9,27.9,10,0,0,0,2,5.0,MODERADO
202202,2022,2,RS,Porto Alegre,100.0,26.4,8,0,0,0,2,5.0,MODERADO
202202,2022,2,RS,Santa Maria,79.5,23.8,10,0,0,0,3,7.5,MODERADO
202203,2022,3,RS,Caxias do Sul,180.3,29.4,21,0,0,0,12,30.0,CRITICO
202203,2022,3,RS,Lajeado,179.4,30.7,16,2,0,0,4,20.0,CRITICO
202203,2022,3,RS,Porto Alegre,141.6,32.5,13,1,0,0,3,12.5,ALTO
202203,2022,3,RS,Santa Maria,174.0,46.7,13,2,0,0,3,17.5,ALTO
202204,2022,4,RS,Caxias do Sul,182.9,44.2,14,3,0,0,4,25.0,CRITICO
202204,2022,4,RS,Lajeado,168.1,47.9,12,2,0,0,4,20.0,CRITICO
202204,2022,4,RS,Porto Alegre,99.5,26.5,12,0,0,0,4,10.0,ALTO
202204,2022,4,RS,Santa Maria,246.5,60.4,12,3,2,0,4,45.0,CRITICO
202205,2022,5,RS,Caxias do Sul,301.2,53.7,17,3,3,0,6,60.0,CRITICO
202205,2022,5,RS,Lajeado,255.6,46.9,14,3,0,0,4,25.0,CRITICO
202205,2022,5,RS,Porto Alegre,171.1,24.2,14,0,0,0,4,10.0,ALTO
202205,2022,5,RS,Santa Maria,155.6,32.5,14,1,0,0,5,17.5,ALTO
202206,2022,6,RS,Caxias do Sul,278.1,66.9,14,4,1,0,5,42.5,CRITICO
202206,2022,6,RS,Lajeado,262.6,55.5,9,5,2,0,5,57.5,CRITICO
202206,2022,6,RS,Porto Alegre,151.2,52.7,11,2,1,0,5,32.5,CRITICO
202206,2022,6,RS,Santa Maria,127.6,28.7,12,0,0,0,4,10.0,ALTO
202207,2022,7,RS,Caxias do Sul,137.7,30.8,10,1,0,0,3,12.5,ALTO
202207,2022,7,RS,Lajeado,161.0,34.1,10,2,0,0,3,17.5,ALTO
202207,2022,7,RS,Porto Alegre,144.7,30.0,11,0,0,0,3,7.5,MODERADO
