periodo,ano,mes,estado,regiao,bioma,cidade,precipitacao_mm_total,precipitacao_dias_sem_chuva,temp_max_media,temp_min_media,registros_diarios
202111,2021,11,SE,Nordeste,Mata Atlântica,Aracaju,46.3,3,29.596666666666668,24.813333333333333,30
202112,2021,12,SE,Nordeste,Mata Atlântica,Aracaju,97.0,1,29.270967741935483,24.719354838709677,31
202201,2022,1,SE,Nordeste,Mata Atlântica,Aracaju,116.7,2,28.96451612903226,24.151612903225807,31
202202,2022,2,SE,Nordeste,Mata Atlântica,Aracaju,37.9,1,30.071428571428573,24.87857142857143,28
202203,2022,3,SE,Nordeste,Mata Atlântica,Aracaju,176.9,1,29.10967741935484,24.364516129032257,31
202204,2022,4,SE,Nordeste,Mata Atlântica,Aracaju,149.2,2,29.53666666666667,24.083333333333332,30
202205,2022,5,SE,Nordeste,Mata Atlântica,Aracaju,216.1,2,28.29032258064516,23.75483870967742,31
202206,2022,6,SE,Nordeste,Mata Atlântica,Aracaju,191.6,0,26.21333333333333,22.553333333333335,30
202207,2022,7,SE,Nordeste,Mata Atlântica,Aracaju,160.6,0,25.84193548387097,22.216129032258067,31
202208,2022,8,SE,Nordeste,Mata Atlântica,Aracaju,121.7,4,26.067741935483873,21.883870967741935,31
202209,2022,9,SE,Nordeste,Mata Atlântica,Aracaju,80.6,4,26.496666666666666,22.013333333333332,30
202210,2022,10,SE,Nordeste,Mata Atlântica,Aracaju,74.6,6,28.03548387096774,23.44193548387097,31
202211,2022,11,SE,Nordeste,Mata Atlântica,Aracaju,188.6,1,28.326666666666664,23.720000000000002,30
202212,2022,12,SE,Nordeste,Mata Atlântica,Aracaju,63.3,6,28.77741935483871,23.95483870967742,31
202301,2023,1,SE,Nordeste,Mata Atlântica,Aracaju,60.5,3,29.05806451612903,24.24516129032258,31
202302,2023,2,SE,Nordeste,Mata Atlântica,Aracaju,73.89999999999999,4,29.464285714285715,24.417857142857144,28
202303,2023,3,SE,Nordeste,Mata Atlântica,Aracaju,140.0,2,29.074193548387097,24.070967741935487,31
202304,2023,4,SE,Nordeste,Mata Atlântica,Aracaju,125.4,3,28.673333333333336,23.836666666666666,30
202305,2023,5,SE,Nordeste,Mata Atlântica,Aracaju,217.6,1,27.80322580645161,23.703225806451613,31
202306,2023,6,SE,Nordeste,Mata Atlântica,Aracaju,235.0,0,26.57,22.976666666666667,30
202307,2023,7,SE,Nordeste,Mata Atlântica,Aracaju,106.7,2,26.47741935483871,22.451612903225808,31
202308,2023,8,SE,Nordeste,Mata Atlântica,Aracaju,102.5,2,26.79032258064516,22.496774193548386,31
202309,2023,9,SE,Nordeste,Mata Atlântica,Aracaju,59.3,2,27.64,23.003333333333334,30
202310,2023,10,SE,Nordeste,Mata Atlântica,Aracaju,46.1,3,28.887096774193548,23.4741935483871,31
202311,2023,11,SE,Nordeste,Mata Atlântica,Aracaju,37.6,5,29.683333333333334,24.10666666666667,30
202312,2023,12,SE,Nordeste,Mata Atlântica,Aracaju,74.8,4,29.700000000000003,24.56451612903226,31
202401,2024,1,SE,Nordeste,Mata Atlântica,Aracaju,80.5,7,30.496774193548386,24.638709677419353,31
202402,2024,2,SE,Nordeste,Mata Atlântica,Aracaju,116.3,3,30.220689655172414,25.279310344827586,29
202403,2024,3,SE,Nordeste,Mata Atlântica,Aracaju,117.2,6,31.193548387096776,25.493548387096773,31
202404,2024,4,SE,Nordeste,Mata Atlântica,Aracaju,111.1,1,30.10666666666667,24.666666666666668,30
202405,2024,5,SE,Nordeste,Mata Atlântica,Aracaju,223.7,1,28.396774193548385,23.916129032258063,31
202406,2024,6,SE,Nordeste,Mata Atlântica,Aracaju,172.6,1,26.913333333333334,22.733333333333334,30
202407,2024,7,SE,Nordeste,Mata Atlântica,Aracaju,96.6,0,26.648387096774194,22.664516129032258,31
202408,2024,8,SE,Nordeste,Mata Atlântica,Aracaju,57.0,3,26.893548387096775,22.299999999999997,31
202409,2024,9,SE,Nordeste,Mata Atlântica,Aracaju,42.7,3,27.7,22.67,30
202410,2024,10,SE,Nordeste,Mata Atlântica,Aracaju,27.3,6,28.929032258064513,23.438709677419357,31
202411,2024,11,SE,Nordeste,Mata Atlântica,Aracaju,36.9,2,29.09333333333333,24.576666666666664,30
202412,2024,12,SE,Nordeste,Mata Atlântica,Aracaju,28.7,4,29.51290322580645,25.06451612903226,31
202501,2025,1,SE,Nordeste,Mata Atlântica,Aracaju,117.7,1,29.84193548387097,24.94193548387097,31
202502,2025,2,SE,Nordeste,Mata Atlântica,Aracaju,76.4,0,29.514285714285712,24.607142857142858,28
202503,2025,3,SE,Nordeste,Mata Atlântica,Aracaju,70.0,1,29.674193548387095,24.97741935483871,31
202504,2025,4,SE,Nordeste,Mata Atlântica,Aracaju,32.2,4,30.4,25.453333333333333,30
202505,2025,5,SE,Nordeste,Mata Atlântica,Aracaju,315.7,0,27.851612903225806,23.748387096774195,31
202506,2025,6,SE,Nordeste,Mata Atlântica,Aracaju,287.7,0,26.71333333333333,23.1,30
202507,2025,7,SE,Nordeste,Mata Atlântica,Aracaju,97.6,2,26.190322580645162,22.074193548387097,31
202508,2025,8,SE,Nordeste,Mata Atlântica,Aracaju,130.0,0,26.148387096774194,22.374193548387098,31
202509,2025,9,SE,Nordeste,Mata Atlântica,Aracaju,90.7,1,26.383333333333333,22.913333333333334,30
202510,2025,10,SE,Nordeste,Mata Atlântica,Aracaju,66.8,3,27.47741935483871,23.358064516129033,31
202511,2025,11,SE,Nordeste,Mata Atlântica,Aracaju,39.300000000000004,3,29.16,24.3,30
202512,2025,12,SE,Nordeste,Mata Atlântica,Aracaju,24.0,4,29.490322580645163,24.95483870967742,31
202601,2026,1,SE,Nordeste,Mata Atlântica,Aracaju,42.8,1,29.693548387096776,24.82903225806452,31
202602,2026,2,SE,Nordeste,Mata Atlântica,Aracaju,87.9,4,29.849999999999998,24.675,28
202603,2026,3,SE,Nordeste,Mata Atlântica,Aracaju,124.5,2,30.093548387096774,25.048387096774192,31
202604,2026,4,SE,Nordeste,Mata Atlântica,Aracaju,168.0,1,28.626666666666665,24.240000000000002,30
202605,2026,5,SE,Nordeste,Mata Atlântica,Aracaju,124.5,0,28.212903225806453,23.56451612903226,31
202606,2026,6,SE,Nordeste,Mata Atlântica,Aracaju,13.200000000000001,1,28.2,23.125,4
