periodo,ano,mes,estado,regiao,bioma,cidade,precipitacao_mm_total,precipitacao_dias_sem_chuva,temp_max_media,temp_min_media,registros_diarios
201501,2015,1,AL,Nordeste,Mata Atlântica,Maceió,29.2,8,28.470967741935485,24.154838709677417,31
201502,2015,2,AL,Nordeste,Mata Atlântica,Maceió,68.4,6,28.907142857142855,24.425,28
201503,2015,3,AL,Nordeste,Mata Atlântica,Maceió,62.3,5,28.74516129032258,24.383870967741935,31
201504,2015,4,AL,Nordeste,Mata Atlântica,Maceió,27.9,8,29.516666666666666,24.516666666666666,30
201505,2015,5,AL,Nordeste,Mata Atlântica,Maceió,98.5,3,28.129032258064516,23.948387096774194,31
201506,2015,6,AL,Nordeste,Mata Atlântica,Maceió,162.0,0,26.529999999999998,23.003333333333334,30
201507,2015,7,AL,Nordeste,Mata Atlântica,Maceió,163.4,1,25.80322580645161,22.561290322580643,31
201508,2015,8,AL,Nordeste,Mata Atlântica,Maceió,77.9,3,25.88064516129032,22.151612903225807,31
201509,2015,9,AL,Nordeste,Mata Atlântica,Maceió,38.7,7,26.683333333333334,22.853333333333335,30
201510,2015,10,AL,Nordeste,Mata Atlântica,Maceió,28.6,13,27.567741935483873,23.43548387096774,31
201511,2015,11,AL,Nordeste,Mata Atlântica,Maceió,13.700000000000001,21,29.15,24.006666666666668,30
201512,2015,12,AL,Nordeste,Mata Atlântica,Maceió,36.9,9,29.112903225806452,24.42258064516129,31
201601,2016,1,AL,Nordeste,Mata Atlântica,Maceió,71.9,5,29.216129032258067,24.706451612903226,31
201602,2016,2,AL,Nordeste,Mata Atlântica,Maceió,53.4,6,28.92413793103448,24.70344827586207,29
201603,2016,3,AL,Nordeste,Mata Atlântica,Maceió,76.2,3,28.932258064516127,24.86774193548387,31
201604,2016,4,AL,Nordeste,Mata Atlântica,Maceió,79.9,1,28.516666666666666,24.763333333333332,30
201605,2016,5,AL,Nordeste,Mata Atlântica,Maceió,127.9,3,27.451612903225808,23.84193548387097,31
201606,2016,6,AL,Nordeste,Mata Atlântica,Maceió,74.89999999999999,2,26.85666666666667,23.09,30
201607,2016,7,AL,Nordeste,Mata Atlântica,Maceió,70.1,3,26.019354838709678,22.458064516129035,31
201608,2016,8,AL,Nordeste,Mata Atlântica,Maceió,38.9,10,26.448387096774194,22.76451612903226,31
201609,2016,9,AL,Nordeste,Mata Atlântica,Maceió,44.2,6,26.863333333333333,22.990000000000002,30
201610,2016,10,AL,Nordeste,Mata Atlântica,Maceió,35.9,8,28.05806451612903,23.66774193548387,31
201611,2016,11,AL,Nordeste,Mata Atlântica,Maceió,22.0,6,28.483333333333334,24.13,30
201612,2016,12,AL,Nordeste,Mata Atlântica,Maceió,21.2,12,29.203225806451613,24.761290322580646,31
201701,2017,1,AL,Nordeste,Mata Atlântica,Maceió,70.4,2,28.41290322580645,24.93548387096774,31
201702,2017,2,AL,Nordeste,Mata Atlântica,Maceió,66.6,1,28.664285714285715,25.150000000000002,28
201703,2017,3,AL,Nordeste,Mata Atlântica,Maceió,81.5,1,28.848387096774193,25.306451612903224,31
201704,2017,4,AL,Nordeste,Mata Atlântica,Maceió,130.7,0,28.176666666666666,25.05666666666667,30
201705,2017,5,AL,Nordeste,Mata Atlântica,Maceió,320.3,1,27.05806451612903,24.432258064516127,31
201706,2017,6,AL,Nordeste,Mata Atlântica,Maceió,238.2,0,26.483333333333334,23.823333333333334,30
201707,2017,7,AL,Nordeste,Mata Atlântica,Maceió,234.3,1,25.358064516129033,22.796774193548387,31
201708,2017,8,AL,Nordeste,Mata Atlântica,Maceió,123.2,0,25.25483870967742,22.41290322580645,31
201709,2017,9,AL,Nordeste,Mata Atlântica,Maceió,116.8,0,25.716666666666665,22.69333333333333,30
201710,2017,10,AL,Nordeste,Mata Atlântica,Maceió,58.9,0,26.625806451612902,23.570967741935487,31
201711,2017,11,AL,Nordeste,Mata Atlântica,Maceió,35.9,4,27.89333333333333,24.046666666666667,30
201712,2017,12,AL,Nordeste,Mata Atlântica,Maceió,47.8,6,28.561290322580643,24.635483870967743,31
201801,2018,1,AL,Nordeste,Mata Atlântica,Maceió,83.9,2,28.135483870967743,24.55483870967742,31
201802,2018,2,AL,Nordeste,Mata Atlântica,Maceió,100.6,0,28.185714285714287,24.739285714285717,28
201803,2018,3,AL,Nordeste,Mata Atlântica,Maceió,83.8,4,28.309677419354838,24.641935483870967,31
201804,2018,4,AL,Nordeste,Mata Atlântica,Maceió,156.3,0,27.226666666666667,24.53666666666667,30
201805,2018,5,AL,Nordeste,Mata Atlântica,Maceió,139.3,1,27.17096774193548,23.9,31
201806,2018,6,AL,Nordeste,Mata Atlântica,Maceió,82.0,0,26.3,23.316666666666666,30
201807,2018,7,AL,Nordeste,Mata Atlântica,Maceió,113.7,0,25.593548387096774,22.799999999999997,31
201808,2018,8,AL,Nordeste,Mata Atlântica,Maceió,69.7,3,26.125806451612902,22.993548387096773,31
201809,2018,9,AL,Nordeste,Mata Atlântica,Maceió,69.5,2,26.206666666666667,23.116666666666667,30
201810,2018,10,AL,Nordeste,Mata Atlântica,Maceió,42.3,3,27.616129032258065,23.683870967741935,31
201811,2018,11,AL,Nordeste,Mata Atlântica,Maceió,84.5,0,27.88,24.403333333333332,30
201812,2018,12,AL,Nordeste,Mata Atlântica,Maceió,52.3,2,28.35483870967742,24.496774193548386,31
201901,2019,1,AL,Nordeste,Mata Atlântica,Maceió,106.3,0,27.925806451612903,24.729032258064517,31
201902,2019,2,AL,Nordeste,Mata Atlântica,Maceió,84.5,0,28.767857142857142,25.09642857142857,28
201903,2019,3,AL,Nordeste,Mata Atlântica,Maceió,129.0,4,29.238709677419354,25.103225806451615,31
201904,2019,4,AL,Nordeste,Mata Atlântica,Maceió,113.5,0,28.509999999999998,25.086666666666666,30
201905,2019,5,AL,Nordeste,Mata Atlântica,Maceió,75.7,3,28.116129032258065,24.541935483870965,31
201906,2019,6,AL,Nordeste,Mata Atlântica,Maceió,183.9,0,26.796666666666667,23.586666666666666,30
201907,2019,7,AL,Nordeste,Mata Atlântica,Maceió,171.3,2,25.86774193548387,22.725806451612904,31
201908,2019,8,AL,Nordeste,Mata Atlântica,Maceió,113.6,0,25.864516129032257,22.864516129032257,31
201909,2019,9,AL,Nordeste,Mata Atlântica,Maceió,79.9,0,26.283333333333335,23.17,30
201910,2019,10,AL,Nordeste,Mata Atlântica,Maceió,69.2,3,27.19677419354839,23.532258064516128,31
201911,2019,11,AL,Nordeste,Mata Atlântica,Maceió,39.9,5,28.486666666666668,24.363333333333333,30
201912,2019,12,AL,Nordeste,Mata Atlântica,Maceió,64.3,3,28.87741935483871,24.73548387096774,31
202001,2020,1,AL,Nordeste,Mata Atlântica,Maceió,43.6,2,29.296774193548387,25.24516129032258,31
202002,2020,2,AL,Nordeste,Mata Atlântica,Maceió,80.9,0,28.889655172413793,25.33103448275862,29
202003,2020,3,AL,Nordeste,Mata Atlântica,Maceió,171.9,1,29.183870967741935,25.432258064516127,31
202004,2020,4,AL,Nordeste,Mata Atlântica,Maceió,118.4,3,28.753333333333334,25.146666666666665,30
202005,2020,5,AL,Nordeste,Mata Atlântica,Maceió,251.9,0,27.583870967741937,24.55483870967742,31
202006,2020,6,AL,Nordeste,Mata Atlântica,Maceió,211.5,0,26.743333333333332,23.740000000000002,30
202007,2020,7,AL,Nordeste,Mata Atlântica,Maceió,123.6,0,26.096774193548388,22.783870967741933,31
202008,2020,8,AL,Nordeste,Mata Atlântica,Maceió,85.0,1,25.851612903225806,22.57741935483871,31
202009,2020,9,AL,Nordeste,Mata Atlântica,Maceió,73.3,0,26.19,22.823333333333334,30
202010,2020,10,AL,Nordeste,Mata Atlântica,Maceió,41.8,4,27.896774193548385,23.816129032258065,31
202011,2020,11,AL,Nordeste,Mata Atlântica,Maceió,66.7,0,28.276666666666664,24.276666666666664,30
202012,2020,12,AL,Nordeste,Mata Atlântica,Maceió,103.2,0,28.13225806451613,24.274193548387096,31
202101,2021,1,AL,Nordeste,Mata Atlântica,Maceió,85.9,2,27.896774193548385,24.287096774193547,31
202102,2021,2,AL,Nordeste,Mata Atlântica,Maceió,42.1,3,28.825,24.692857142857143,28
202103,2021,3,AL,Nordeste,Mata Atlântica,Maceió,172.2,2,28.029032258064515,24.651612903225807,31
202104,2021,4,AL,Nordeste,Mata Atlântica,Maceió,116.4,1,27.583333333333332,24.423333333333336,30
202105,2021,5,AL,Nordeste,Mata Atlântica,Maceió,187.2,1,26.719354838709677,23.932258064516127,31
202106,2021,6,AL,Nordeste,Mata Atlântica,Maceió,131.0,1,26.003333333333334,23.116666666666667,30
202107,2021,7,AL,Nordeste,Mata Atlântica,Maceió,129.1,1,25.76774193548387,22.68064516129032,31
202108,2021,8,AL,Nordeste,Mata Atlântica,Maceió,152.5,0,25.306451612903224,22.541935483870965,31
202109,2021,9,AL,Nordeste,Mata Atlântica,Maceió,98.3,2,26.363333333333333,23.203333333333333,30
202110,2021,10,AL,Nordeste,Mata Atlântica,Maceió,62.4,1,27.896774193548385,23.9,31
202111,2021,11,AL,Nordeste,Mata Atlântica,Maceió,48.699999999999996,2,29.43,24.503333333333334,30
202112,2021,12,AL,Nordeste,Mata Atlântica,Maceió,74.2,2,29.048387096774192,24.532258064516128,31
202201,2022,1,AL,Nordeste,Mata Atlântica,Maceió,75.2,1,28.516129032258064,24.429032258064513,31
202202,2022,2,AL,Nordeste,Mata Atlântica,Maceió,32.800000000000004,1,29.38214285714286,24.62142857142857,28
202203,2022,3,AL,Nordeste,Mata Atlântica,Maceió,238.5,1,28.032258064516128,24.364516129032257,31
202204,2022,4,AL,Nordeste,Mata Atlântica,Maceió,111.6,2,28.290000000000003,24.336666666666666,30
202205,2022,5,AL,Nordeste,Mata Atlântica,Maceió,337.7,0,27.212903225806453,23.9741935483871,31
202206,2022,6,AL,Nordeste,Mata Atlântica,Maceió,394.1,0,25.896666666666665,22.85666666666667,30
202207,2022,7,AL,Nordeste,Mata Atlântica,Maceió,230.8,0,25.703225806451613,22.519354838709678,31
202208,2022,8,AL,Nordeste,Mata Atlântica,Maceió,297.6,0,25.493548387096773,22.148387096774194,31
202209,2022,9,AL,Nordeste,Mata Atlântica,Maceió,75.2,2,26.283333333333335,22.473333333333336,30
202210,2022,10,AL,Nordeste,Mata Atlântica,Maceió,81.8,2,27.419354838709676,23.438709677419357,31
202211,2022,11,AL,Nordeste,Mata Atlântica,Maceió,203.2,1,27.8,23.62,30
202212,2022,12,AL,Nordeste,Mata Atlântica,Maceió,74.0,4,28.225806451612904,23.63225806451613,31
202301,2023,1,AL,Nordeste,Mata Atlântica,Maceió,73.8,1,28.27741935483871,23.838709677419356,31
202302,2023,2,AL,Nordeste,Mata Atlântica,Maceió,60.5,0,28.717857142857145,24.825,28
202303,2023,3,AL,Nordeste,Mata Atlântica,Maceió,150.6,0,28.506451612903227,24.509677419354837,31
202304,2023,4,AL,Nordeste,Mata Atlântica,Maceió,114.1,3,28.166666666666668,24.273333333333333,30
202305,2023,5,AL,Nordeste,Mata Atlântica,Maceió,209.4,0,27.53548387096774,24.161290322580644,31
202306,2023,6,AL,Nordeste,Mata Atlântica,Maceió,223.1,0,26.403333333333332,23.553333333333335,30
202307,2023,7,AL,Nordeste,Mata Atlântica,Maceió,149.1,1,26.04516129032258,22.532258064516128,31
202308,2023,8,AL,Nordeste,Mata Atlântica,Maceió,104.8,0,26.58709677419355,22.683870967741935,31
202309,2023,9,AL,Nordeste,Mata Atlântica,Maceió,91.7,2,26.959999999999997,23.0,30
202310,2023,10,AL,Nordeste,Mata Atlântica,Maceió,60.9,5,28.17096774193548,23.25483870967742,31
202311,2023,11,AL,Nordeste,Mata Atlântica,Maceió,32.2,2,29.47666666666667,24.073333333333334,30
202312,2023,12,AL,Nordeste,Mata Atlântica,Maceió,75.5,1,29.11935483870968,24.27741935483871,31
202401,2024,1,AL,Nordeste,Mata Atlântica,Maceió,39.0,2,30.919354838709676,24.758064516129032,31
202402,2024,2,AL,Nordeste,Mata Atlântica,Maceió,71.4,0,29.76206896551724,25.189655172413794,29
202403,2024,3,AL,Nordeste,Mata Atlântica,Maceió,126.4,0,30.403225806451612,25.38064516129032,31
202404,2024,4,AL,Nordeste,Mata Atlântica,Maceió,113.7,1,29.013333333333332,24.726666666666667,30
202405,2024,5,AL,Nordeste,Mata Atlântica,Maceió,271.2,1,28.029032258064515,24.187096774193545,31
202406,2024,6,AL,Nordeste,Mata Atlântica,Maceió,194.29999999999998,1,26.740000000000002,23.12,30
202407,2024,7,AL,Nordeste,Mata Atlântica,Maceió,168.6,1,26.37741935483871,22.616129032258065,31
202408,2024,8,AL,Nordeste,Mata Atlântica,Maceió,75.5,3,26.62258064516129,22.361290322580647,31
202409,2024,9,AL,Nordeste,Mata Atlântica,Maceió,73.0,4,26.796666666666667,22.64333333333333,30
202410,2024,10,AL,Nordeste,Mata Atlântica,Maceió,33.4,5,28.567741935483873,23.074193548387097,31
202411,2024,11,AL,Nordeste,Mata Atlântica,Maceió,30.1,6,29.573333333333334,23.936666666666667,30
202412,2024,12,AL,Nordeste,Mata Atlântica,Maceió,46.7,3,29.751612903225805,24.34193548387097,31
202501,2025,1,AL,Nordeste,Mata Atlântica,Maceió,73.6,1,30.258064516129032,24.4,31
202502,2025,2,AL,Nordeste,Mata Atlântica,Maceió,77.8,1,29.603571428571428,24.335714285714285,28
202503,2025,3,AL,Nordeste,Mata Atlântica,Maceió,55.6,2,30.061290322580643,24.729032258064517,31
202504,2025,4,AL,Nordeste,Mata Atlântica,Maceió,57.4,2,29.946666666666665,24.35,30
202505,2025,5,AL,Nordeste,Mata Atlântica,Maceió,285.0,0,28.406451612903226,23.60967741935484,31
202506,2025,6,AL,Nordeste,Mata Atlântica,Maceió,317.4,0,26.63,22.753333333333334,30
202507,2025,7,AL,Nordeste,Mata Atlântica,Maceió,177.29999999999998,0,26.36774193548387,22.070967741935487,31
202508,2025,8,AL,Nordeste,Mata Atlântica,Maceió,225.1,0,26.200000000000003,22.038709677419355,31
202509,2025,9,AL,Nordeste,Mata Atlântica,Maceió,118.2,0,26.683333333333334,22.783333333333335,30
202510,2025,10,AL,Nordeste,Mata Atlântica,Maceió,69.6,2,27.33225806451613,23.200000000000003,31
202511,2025,11,AL,Nordeste,Mata Atlântica,Maceió,19.900000000000002,3,28.89,23.626666666666665,30
202512,2025,12,AL,Nordeste,Mata Atlântica,Maceió,33.1,5,29.503225806451614,24.041935483870965,31
202601,2026,1,AL,Nordeste,Mata Atlântica,Maceió,51.7,3,29.44193548387097,24.429032258064513,31
202602,2026,2,AL,Nordeste,Mata Atlântica,Maceió,63.0,2,29.678571428571427,24.210714285714285,28
202603,2026,3,AL,Nordeste,Mata Atlântica,Maceió,122.8,1,29.799999999999997,24.34193548387097,31
202604,2026,4,AL,Nordeste,Mata Atlântica,Maceió,190.2,0,28.68,24.009999999999998,30
202605,2026,5,AL,Nordeste,Mata Atlântica,Maceió,230.0,0,28.23225806451613,23.83225806451613,31
202606,2026,6,AL,Nordeste,Mata Atlântica,Maceió,13.0,0,27.925,23.95,4
201501,2015,1,BA,Nordeste,Caatinga,Salvador,35.8,6,27.419354838709676,24.316129032258065,31
201502,2015,2,BA,Nordeste,Caatinga,Salvador,81.6,3,27.79642857142857,24.682142857142857,28
201503,2015,3,BA,Nordeste,Caatinga,Salvador,56.2,6,27.97741935483871,24.793548387096774,31
201504,2015,4,BA,Nordeste,Caatinga,Salvador,202.8,4,27.46333333333333,24.3,30
201505,2015,5,BA,Nordeste,Caatinga,Salvador,384.0,2,26.003225806451614,23.193548387096776,31
201506,2015,6,BA,Nordeste,Caatinga,Salvador,236.70000000000002,1,24.816666666666666,22.456666666666667,30
201507,2015,7,BA,Nordeste,Caatinga,Salvador,137.8,1,24.932258064516127,22.096774193548388,31
201508,2015,8,BA,Nordeste,Caatinga,Salvador,80.2,4,24.5258064516129,21.906451612903226,31
201509,2015,9,BA,Nordeste,Caatinga,Salvador,26.7,12,26.373333333333335,22.763333333333332,30
201510,2015,10,BA,Nordeste,Caatinga,Salvador,22.9,13,27.34193548387097,23.683870967741935,31
201511,2015,11,BA,Nordeste,Caatinga,Salvador,6.4,22,29.290000000000003,24.596666666666668,30
201512,2015,12,BA,Nordeste,Caatinga,Salvador,11.5,17,29.116129032258065,24.861290322580647,31
201601,2016,1,BA,Nordeste,Caatinga,Salvador,156.7,9,28.32903225806452,24.916129032258063,31
201602,2016,2,BA,Nordeste,Caatinga,Salvador,23.1,10,28.56551724137931,25.16896551724138,29
201603,2016,3,BA,Nordeste,Caatinga,Salvador,45.6,2,28.51290322580645,25.36774193548387,31
201604,2016,4,BA,Nordeste,Caatinga,Salvador,56.3,7,27.873333333333335,24.790000000000003,30
201605,2016,5,BA,Nordeste,Caatinga,Salvador,152.2,8,26.383870967741935,23.761290322580646,31
201606,2016,6,BA,Nordeste,Caatinga,Salvador,158.1,9,25.936666666666667,23.186666666666667,30
201607,2016,7,BA,Nordeste,Caatinga,Salvador,74.2,5,25.041935483870965,22.106451612903225,31
201608,2016,8,BA,Nordeste,Caatinga,Salvador,87.1,10,25.383870967741935,22.293548387096774,31
201609,2016,9,BA,Nordeste,Caatinga,Salvador,62.5,5,25.59333333333333,22.633333333333333,30
201610,2016,10,BA,Nordeste,Caatinga,Salvador,32.6,8,26.9741935483871,23.64516129032258,31
201611,2016,11,BA,Nordeste,Caatinga,Salvador,70.3,13,27.57,23.966666666666665,30
201612,2016,12,BA,Nordeste,Caatinga,Salvador,52.8,11,28.190322580645162,24.55483870967742,31
201701,2017,1,BA,Nordeste,Caatinga,Salvador,28.5,1,29.067741935483873,24.809677419354838,31
201702,2017,2,BA,Nordeste,Caatinga,Salvador,42.5,0,28.92142857142857,25.067857142857143,28
201703,2017,3,BA,Nordeste,Caatinga,Salvador,68.3,3,28.74516129032258,25.248387096774195,31
201704,2017,4,BA,Nordeste,Caatinga,Salvador,125.0,1,27.546666666666667,24.540000000000003,30
201705,2017,5,BA,Nordeste,Caatinga,Salvador,260.6,1,26.693548387096776,23.9,31
201706,2017,6,BA,Nordeste,Caatinga,Salvador,112.5,0,25.936666666666667,22.970000000000002,30
201707,2017,7,BA,Nordeste,Caatinga,Salvador,92.1,1,24.596774193548388,21.948387096774194,31
201708,2017,8,BA,Nordeste,Caatinga,Salvador,52.8,4,24.629032258064516,21.63225806451613,31
201709,2017,9,BA,Nordeste,Caatinga,Salvador,84.8,1,25.023333333333333,22.196666666666665,30
201710,2017,10,BA,Nordeste,Caatinga,Salvador,43.9,2,26.780645161290323,23.080645161290324,31
201711,2017,11,BA,Nordeste,Caatinga,Salvador,97.5,1,27.290000000000003,23.52,30
201712,2017,12,BA,Nordeste,Caatinga,Salvador,71.6,7,28.629032258064516,24.338709677419356,31
201801,2018,1,BA,Nordeste,Caatinga,Salvador,45.3,5,29.080645161290324,24.664516129032258,31
201802,2018,2,BA,Nordeste,Caatinga,Salvador,33.2,3,29.178571428571427,25.160714285714285,28
201803,2018,3,BA,Nordeste,Caatinga,Salvador,76.2,3,29.322580645161292,25.016129032258064,31
201804,2018,4,BA,Nordeste,Caatinga,Salvador,164.79999999999998,1,27.226666666666667,24.293333333333333,30
201805,2018,5,BA,Nordeste,Caatinga,Salvador,182.4,1,26.345161290322583,23.361290322580647,31
201806,2018,6,BA,Nordeste,Caatinga,Salvador,98.1,0,25.733333333333334,22.816666666666666,30
201807,2018,7,BA,Nordeste,Caatinga,Salvador,54.2,2,25.351612903225806,22.24516129032258,31
201808,2018,8,BA,Nordeste,Caatinga,Salvador,70.5,5,26.016129032258064,22.383870967741935,31
201809,2018,9,BA,Nordeste,Caatinga,Salvador,46.6,1,26.509999999999998,22.69333333333333,30
201810,2018,10,BA,Nordeste,Caatinga,Salvador,55.699999999999996,2,27.93548387096774,23.799999999999997,31
201811,2018,11,BA,Nordeste,Caatinga,Salvador,72.0,1,28.116666666666667,24.076666666666664,30
201812,2018,12,BA,Nordeste,Caatinga,Salvador,56.0,7,28.448387096774194,23.980645161290322,31
201901,2019,1,BA,Nordeste,Caatinga,Salvador,44.3,1,28.980645161290322,24.761290322580646,31
201902,2019,2,BA,Nordeste,Caatinga,Salvador,25.5,7,30.425,25.592857142857145,28
201903,2019,3,BA,Nordeste,Caatinga,Salvador,148.8,6,29.67096774193548,25.25483870967742,31
201904,2019,4,BA,Nordeste,Caatinga,Salvador,83.2,2,28.27,24.759999999999998,30
201905,2019,5,BA,Nordeste,Caatinga,Salvador,115.3,2,27.406451612903226,24.451612903225808,31
201906,2019,6,BA,Nordeste,Caatinga,Salvador,130.7,0,26.486666666666668,23.353333333333335,30
201907,2019,7,BA,Nordeste,Caatinga,Salvador,101.5,4,25.690322580645162,22.383870967741935,31
201908,2019,8,BA,Nordeste,Caatinga,Salvador,95.3,2,25.141935483870967,22.14516129032258,31
201909,2019,9,BA,Nordeste,Caatinga,Salvador,66.8,4,26.09333333333333,22.623333333333335,30
201910,2019,10,BA,Nordeste,Caatinga,Salvador,60.2,2,27.26451612903226,23.216129032258067,31
201911,2019,11,BA,Nordeste,Caatinga,Salvador,93.1,5,28.776666666666664,24.15666666666667,30
201912,2019,12,BA,Nordeste,Caatinga,Salvador,43.1,5,28.925806451612903,24.345161290322583,31
202001,2020,1,BA,Nordeste,Caatinga,Salvador,63.6,4,29.05483870967742,24.780645161290323,31
202002,2020,2,BA,Nordeste,Caatinga,Salvador,57.699999999999996,0,29.079310344827583,25.099999999999998,29
202003,2020,3,BA,Nordeste,Caatinga,Salvador,224.29999999999998,1,28.56451612903226,25.212903225806453,31
202004,2020,4,BA,Nordeste,Caatinga,Salvador,231.0,1,27.783333333333335,24.55,30
202005,2020,5,BA,Nordeste,Caatinga,Salvador,323.6,1,26.570967741935487,23.635483870967743,31
202006,2020,6,BA,Nordeste,Caatinga,Salvador,136.4,0,26.083333333333332,22.990000000000002,30
202007,2020,7,BA,Nordeste,Caatinga,Salvador,111.89999999999999,2,25.496774193548386,22.23548387096774,31
202008,2020,8,BA,Nordeste,Caatinga,Salvador,95.2,1,24.9,22.02258064516129,31
202009,2020,9,BA,Nordeste,Caatinga,Salvador,64.7,1,25.78666666666667,22.279999999999998,30
202010,2020,10,BA,Nordeste,Caatinga,Salvador,35.9,6,28.0258064516129,23.45483870967742,31
202011,2020,11,BA,Nordeste,Caatinga,Salvador,124.10000000000001,1,27.423333333333336,23.803333333333335,30
202012,2020,12,BA,Nordeste,Caatinga,Salvador,38.1,3,28.46451612903226,24.05806451612903,31
202101,2021,1,BA,Nordeste,Caatinga,Salvador,58.2,1,28.14516129032258,24.338709677419356,31
202102,2021,2,BA,Nordeste,Caatinga,Salvador,34.3,3,28.982142857142858,24.74642857142857,28
202103,2021,3,BA,Nordeste,Caatinga,Salvador,45.4,6,28.861290322580647,24.438709677419357,31
202104,2021,4,BA,Nordeste,Caatinga,Salvador,201.8,3,27.529999999999998,24.133333333333333,30
202105,2021,5,BA,Nordeste,Caatinga,Salvador,104.0,7,26.52258064516129,23.31935483870968,31
202106,2021,6,BA,Nordeste,Caatinga,Salvador,110.8,2,25.35,22.763333333333332,30
202107,2021,7,BA,Nordeste,Caatinga,Salvador,175.1,2,24.77741935483871,21.91290322580645,31
202108,2021,8,BA,Nordeste,Caatinga,Salvador,97.7,1,24.438709677419357,21.68064516129032,31
202109,2021,9,BA,Nordeste,Caatinga,Salvador,39.6,6,26.276666666666664,22.563333333333333,30
202110,2021,10,BA,Nordeste,Caatinga,Salvador,55.1,3,28.16774193548387,23.883870967741935,31
202111,2021,11,BA,Nordeste,Caatinga,Salvador,204.0,1,27.77,23.763333333333332,30
202112,2021,12,BA,Nordeste,Caatinga,Salvador,147.5,1,28.016129032258064,24.154838709677417,31
202201,2022,1,BA,Nordeste,Caatinga,Salvador,119.6,1,28.041935483870965,23.96451612903226,31
202202,2022,2,BA,Nordeste,Caatinga,Salvador,66.8,0,28.2,24.342857142857145,28
202203,2022,3,BA,Nordeste,Caatinga,Salvador,165.6,0,27.48709677419355,23.89032258064516,31
202204,2022,4,BA,Nordeste,Caatinga,Salvador,270.9,2,27.633333333333333,23.883333333333333,30
202205,2022,5,BA,Nordeste,Caatinga,Salvador,115.89999999999999,4,26.793548387096774,23.56451612903226,31
202206,2022,6,BA,Nordeste,Caatinga,Salvador,82.8,1,25.546666666666667,22.523333333333333,30
202207,2022,7,BA,Nordeste,Caatinga,Salvador,98.1,0,25.34193548387097,21.97741935483871,31
202208,2022,8,BA,Nordeste,Caatinga,Salvador,83.3,5,25.080645161290324,21.661290322580644,31
202209,2022,9,BA,Nordeste,Caatinga,Salvador,73.0,2,25.55666666666667,21.82,30
202210,2022,10,BA,Nordeste,Caatinga,Salvador,70.0,1,27.193548387096776,23.200000000000003,31
202211,2022,11,BA,Nordeste,Caatinga,Salvador,210.6,1,27.029999999999998,23.41,30
202212,2022,12,BA,Nordeste,Caatinga,Salvador,88.5,1,28.187096774193545,23.825806451612905,31
202301,2023,1,BA,Nordeste,Caatinga,Salvador,53.6,1,28.338709677419356,23.993548387096773,31
202302,2023,2,BA,Nordeste,Caatinga,Salvador,81.3,0,28.560714285714287,24.089285714285715,28
202303,2023,3,BA,Nordeste,Caatinga,Salvador,129.3,0,27.612903225806452,23.774193548387096,31
202304,2023,4,BA,Nordeste,Caatinga,Salvador,78.3,2,28.14,24.086666666666666,30
202305,2023,5,BA,Nordeste,Caatinga,Salvador,243.5,0,26.32903225806452,23.38064516129032,31
202306,2023,6,BA,Nordeste,Caatinga,Salvador,196.3,0,25.773333333333333,22.913333333333334,30
202307,2023,7,BA,Nordeste,Caatinga,Salvador,93.5,1,25.403225806451612,22.16774193548387,31
202308,2023,8,BA,Nordeste,Caatinga,Salvador,87.5,1,25.94193548387097,22.200000000000003,31
202309,2023,9,BA,Nordeste,Caatinga,Salvador,58.8,1,27.126666666666665,22.803333333333335,30
202310,2023,10,BA,Nordeste,Caatinga,Salvador,45.5,7,28.548387096774192,23.693548387096776,31
202311,2023,11,BA,Nordeste,Caatinga,Salvador,47.4,6,29.623333333333335,24.033333333333335,30
202312,2023,12,BA,Nordeste,Caatinga,Salvador,118.6,1,29.138709677419353,24.509677419354837,31
202401,2024,1,BA,Nordeste,Caatinga,Salvador,135.4,0,29.674193548387095,24.73548387096774,31
202402,2024,2,BA,Nordeste,Caatinga,Salvador,132.8,0,28.720689655172414,24.893103448275863,29
202403,2024,3,BA,Nordeste,Caatinga,Salvador,107.7,2,29.79032258064516,25.141935483870967,31
202404,2024,4,BA,Nordeste,Caatinga,Salvador,326.4,1,28.013333333333332,24.546666666666667,30
202405,2024,5,BA,Nordeste,Caatinga,Salvador,115.4,2,27.712903225806453,24.31935483870968,31
202406,2024,6,BA,Nordeste,Caatinga,Salvador,132.0,0,26.33,22.91,30
202407,2024,7,BA,Nordeste,Caatinga,Salvador,74.2,0,25.97741935483871,22.574193548387097,31
202408,2024,8,BA,Nordeste,Caatinga,Salvador,117.4,1,25.835483870967742,22.016129032258064,31
202409,2024,9,BA,Nordeste,Caatinga,Salvador,58.2,1,26.52,22.33,30
202410,2024,10,BA,Nordeste,Caatinga,Salvador,57.2,3,28.293548387096774,23.593548387096774,31
202411,2024,11,BA,Nordeste,Caatinga,Salvador,187.8,1,28.3,23.709999999999997,30
202412,2024,12,BA,Nordeste,Caatinga,Salvador,31.8,1,29.60967741935484,24.593548387096774,31
202501,2025,1,BA,Nordeste,Caatinga,Salvador,143.8,1,29.538709677419355,24.661290322580644,31
202502,2025,2,BA,Nordeste,Caatinga,Salvador,85.0,0,29.04642857142857,24.49642857142857,28
202503,2025,3,BA,Nordeste,Caatinga,Salvador,60.5,0,29.796774193548387,24.6,31
202504,2025,4,BA,Nordeste,Caatinga,Salvador,106.2,1,29.25,24.64333333333333,30
